Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings
TRZ00988,Cc1nnc(CC(=O)Nc2cc(Cl)cc(Cl)c2)nc1C,311.17,2.98,67.77,1,4,3,2,1
TRZ00989,COc1ccc(OC)c(NC(=O)Cc2nnc(C)c(C)n2)c1,302.33,1.69,86.23,1,6,5,2,1
TRZ00990,COc1ccc(NC(=O)Cc2nnc(C)c(C)n2)c(OC)c1,302.33,1.69,86.23,1,6,5,2,1
TRZ00991,CCCc1ccc(NC(=O)Cc2nnc(C)c(C)n2)cc1,284.36,2.62,67.77,1,4,5,2,1
TRZ00992,Cc1nnc(-c2cc(CC3CC4CCC3C4)c3ccccc3n2)nc1C,344.46,4.68,51.56,0,4,3,3,1
TRZ00995,COC1CCCC(c2cc(-c3nnc(C)c(C)n3)nc3ccccc23)C1,348.45,4.38,60.79,0,5,3,3,1
TRZ00996,COC1CCC(c2cc(-c3nnc(C)c(C)n3)nc3ccccc23)CC1,348.45,4.38,60.79,0,5,3,3,1
TRZ00997,Cc1nnc(/C=C/c2ccc(-c3ccccc3)cc2)nc1C,287.37,4.33,38.67,0,3,3,3,1
TRZ00999,CCN1CCN(CCCNc2ccc(Nc3c(-c4nnc(C)c(C)n4)cnc4ccccc34)cc2)CC1,496.66,4.89,82.1,2,8,9,4,1
TRZ01000,Cc1nnc(-c2nc(N)nc(Nc3ccccc3)n2)nc1C,294.32,1.67,115.39,2,8,3,3,1
TRZ01001,Cc1nnc(-c2nc(N)nc(Nc3ccc(Cl)cc3)n2)nc1C,328.77,2.32,115.39,2,8,3,3,1
TRZ01002,Cc1ccc(Nc2nc(N)nc(-c3nnc(C)c(C)n3)n2)cc1,308.35,1.97,115.39,2,8,3,3,1
TRZ01003,Cc1nnc(-c2nc([N+](=O)[O-])cn2Cc2ccc(OC(F)(F)F)cc2)nc1C,394.31,3.21,108.86,0,7,5,3,1
TRZ01004,Cc1nnc(-c2ccc3[nH]c4c(c3c2)CCC/C4=N\N)nc1C,306.37,2.64,92.84,2,5,1,3,1
TRZ01005,COc1ccccc1Oc1cn[nH]c1-c1ccc(OCc2nnc(C)c(C)n2)cc1O,419.44,3.96,115.27,2,8,7,4,1
TRZ01006,Cc1nnc(Cn2c(C3CC3)nc3cc(Cl)c(Cl)cc32)nc1C,348.24,4.07,56.49,0,4,3,3,1
TRZ01007,Cc1nnc(C(Cc2ccccc2)NC(=O)c2ccccc2N)nc1C,347.42,2.78,93.79,2,5,5,3,1
TRZ01008,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCC[C@@H]4c4nnc(C)c(C)n4)ccc1c23,437.53,3.15,96.36,0,6,4,3,1
TRZ01010,COc1cc(/C=C/C(=O)Nc2ccc(Cc3nnc(C)c(C)n3)cc2)ccc1O,390.44,3.45,97.23,2,6,6,3,1
TRZ01011,COc1cc(/C=C/C(=O)Nc2ccc(CCc3nnc(C)c(C)n3)cc2)ccc1O,404.47,3.64,97.23,2,6,7,3,1
TRZ01012,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(CO)cc3)n2)nc1C,369.43,3.77,84.68,1,6,4,4,1
TRZ01015,COc1cccc(-c2cc(-c3cccc(OC)c3)nc(-c3nnc(C)c(C)n3)n2)c1,399.45,4.3,82.91,0,7,5,4,1
TRZ01016,CCOc1ccc(-c2cc(-c3ccccc3)nc(-c3nnc(C)c(C)n3)n2)cc1,383.46,4.68,73.68,0,6,5,4,1
TRZ01017,COc1ccc(-c2cc(-c3ccccc3)nc(-c3nnc(C)c(C)n3)n2)cc1,369.43,4.29,73.68,0,6,4,4,1
TRZ01018,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(O)cc3)n2)nc1C,355.4,3.99,84.68,1,6,3,4,1
TRZ01019,Cc1nnc(CSc2nc3ccccc3c(=O)n2Cc2ccc3c(c2)OCO3)nc1C,433.49,3.27,92.02,0,8,5,4,1
TRZ01020,COCCOc1ccc(-c2cc(-c3ccccc3)nc(-c3nnc(C)c(C)n3)n2)cc1,413.48,4.3,82.91,0,7,7,4,1
TRZ01022,COCc1ccc(-c2cc(-c3ccccc3)nc(-c3nnc(C)c(C)n3)n2)cc1,383.46,4.43,73.68,0,6,5,4,1
TRZ01023,COc1ccc(-c2cc(-c3ccc(OC)cc3)nc(-c3nnc(C)c(C)n3)n2)cc1,399.45,4.3,82.91,0,7,5,4,1
TRZ01024,Cc1nnc(COc2ccc3c4c(c(=O)oc3c2Br)CCCC4)nc1C,416.28,3.82,78.11,0,6,3,3,1
TRZ01025,COc1ccc(-c2cc(N3Cc4ccccc4C3)nc(-c3nnc(C)c(C)n3)n2)cc1,410.48,4.14,76.92,0,7,4,4,1
TRZ01026,COCCNc1ccc(-c2cc(-c3cc(F)ccc3F)nc(-c3nnc(C)c(C)n3)n2)cn1,449.47,4.01,98.6,1,8,7,4,1
TRZ01027,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(N)nc3)n2)nc1C,355.41,3.26,103.36,1,7,3,4,1
TRZ01028,COc1c(F)cc(Nc2cc3c(cc2-c2nnc(C)c(C)n2)OCCO3)cc1F,400.39,3.96,78.39,1,7,4,3,1
TRZ01029,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ccc(O)c(F)c3)n2)nc1C,442.38,4.54,97.57,1,7,3,4,1
TRZ01030,COCCNc1ccc(-c2cc(-c3cccc(OC(F)F)c3)nc(-c3nnc(C)c(C)n3)n2)cn1,479.49,4.33,107.83,1,9,9,4,1
TRZ01031,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCC(c4ccccc4)C3)n2)nc1C,408.51,4.61,67.69,0,6,4,4,1
TRZ01033,COc1ccc(-c2cc(-c3ccc(C(F)(F)F)nc3)nc(-c3nnc(C)c(C)n3)n2)cc1,438.41,4.7,86.57,0,7,4,4,1
TRZ01034,COc1cc(-c2cc(-c3ccc(C(F)(F)F)nc3)nc(-c3nnc(C)c(C)n3)n2)ccn1,439.4,4.1,99.46,0,8,4,4,1
TRZ01036,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CC4CSCC4C3)n2)nc1C,390.52,3.41,67.69,0,7,3,3,1
TRZ01037,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCc4ccccc43)n2)nc1C,380.46,4.31,67.69,0,6,3,4,1
TRZ01038,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3cccc(O)c3)n2)nc1C,424.39,4.4,97.57,1,7,3,4,1
TRZ01039,Cc1nnc(-c2nc(-c3ccccc3)cc(N3Cc4ccccc4C3)n2)nc1C,380.46,4.13,67.69,0,6,3,4,1
TRZ01040,Cc1nnc(-c2nc(-c3ccccc3)cc(N3Cc4ccccc4CC3C)n2)nc1C,408.51,4.56,67.69,0,6,3,4,1
TRZ01041,Cc1nnc(-c2nc(-c3ccc(N)nc3)cc(-c3ccc(C(F)(F)F)nc3)n2)nc1C,424.39,3.67,116.25,1,8,3,4,1
TRZ01042,COc1cccc(-c2cc(-c3ccc(C(F)(F)F)nc3)nc(-c3nnc(C)c(C)n3)n2)c1,438.41,4.7,86.57,0,7,4,4,1
TRZ01043,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ccco3)n2)nc1C,398.35,4.29,90.48,0,7,3,4,1
TRZ01044,COc1ccc(/C(=C(\C#N)c2nnc(C)c(C)n2)n2c(=O)c(=O)[nH]c3ccccc32)cc1,426.44,2.44,126.55,1,7,4,4,1
TRZ01046,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(C(F)(F)F)nc3)n2)nc1C,408.39,4.69,77.34,0,6,3,4,1
TRZ01047,COc1c(F)cc(Nc2cc3c(cc2-c2nnc(C)c(C)n2)OCO3)cc1F,386.36,3.91,78.39,1,7,4,3,1
TRZ01048,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCc4ccncc4C3)n2)nc1C,395.47,3.57,80.58,0,7,3,4,1
TRZ01049,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3cc[nH]c3)n2)nc1C,397.36,4.02,93.13,1,6,3,4,1
TRZ01050,Cc1nnc(-c2nc(-c3ccccc3)cc(N3Cc4cccnc4C3)n2)nc1C,381.44,3.53,80.58,0,7,3,4,1
TRZ01054,COCCNc1ccc(-c2cc(-c3cccc(F)c3)nc(-c3nnc(C)c(C)n3)n2)cn1,431.48,3.87,98.6,1,8,7,4,1
TRZ01055,COCCNc1ccc(-c2cc(-c3ccccc3)nc(-c3nnc(C)c(C)n3)n2)cn1,413.49,3.73,98.6,1,8,7,4,1
TRZ01056,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ccsc3)n2)nc1C,414.42,4.75,77.34,0,7,3,4,1
TRZ01057,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCc4cnccc4C3)n2)nc1C,395.47,3.57,80.58,0,7,3,4,1
TRZ01058,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3cncc(O)c3)n2)nc1C,425.37,3.79,110.46,1,8,3,4,1
TRZ01059,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCc4ccccc4C3)n2)nc1C,394.48,4.18,67.69,0,6,3,4,1
TRZ01060,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(-c3ccnc(N)c3)n2)nc1C,424.39,3.67,116.25,1,8,3,4,1
TRZ01061,Cc1nnc(-c2nc(-c3ccc(C(F)(F)F)nc3)cc(N3Cc4ccccc4C3)n2)nc1C,449.44,4.55,80.58,0,7,3,4,1
TRZ01062,Cc1nnc(-c2nc(-c3ccc(O)cc3)cc(-c3ccc(C(F)(F)F)nc3)n2)nc1C,424.39,4.4,97.57,1,7,3,4,1
TRZ01063,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(C(F)F)nc3)n2)nc1C,390.4,4.61,77.34,0,6,4,4,1
TRZ01064,Cc1nnc(-c2cc3c(cc2Nc2ccc4c(c2)OCO4)OCCO3)nc1C,378.39,3.4,87.62,1,8,3,3,1
TRZ01065,Cc1nnc(-c2nc(-c3ccccc3)cc(N3CCc4cccnc4C3)n2)nc1C,395.47,3.57,80.58,0,7,3,4,1
TRZ01066,Cc1nnc(-c2nc(-c3ccccc3)cc(-c3ccc(C#N)nc3)n2)nc1C,365.4,3.55,101.13,0,7,3,4,1
TRZ01067,Cc1nnc(-c2nc(-c3ccc(C4CC4)nc3)cc(-c3ccc(C(F)(F)F)nc3)n2)nc1C,449.44,4.97,90.23,0,7,4,4,1
TRZ01068,Cc1nnc(CN(C)c2ccc3ccccc3c2)nc1C,278.36,3.28,41.91,0,4,3,3,1
TRZ01069,Cc1nc2c(cc1-c1nnc(C)c(C)n1)c(=O)n(C)c(=O)n2C,312.33,0.41,95.56,0,6,1,3,1
TRZ01070,Cc1nnc(Cn2c3ccc(Br)cc3c3nc4ccccc4nc32)nc1C,419.29,4.35,69.38,0,5,2,5,1
TRZ01071,Cc1nnc(C(C)Nc2ccc3ccccc3c2)nc1C,278.36,3.81,50.7,1,4,3,3,1
TRZ01072,COc1ccc2cc(NCc3nnc(C)c(C)n3)ccc2c1,294.36,3.26,59.93,1,5,4,3,1
TRZ01073,COc1ccc2cc(NC(C)c3nnc(C)c(C)n3)ccc2c1,308.38,3.82,59.93,1,5,4,3,1
TRZ01074,Cc1nnc(CC(C)Nc2ccc3ccccc3c2)nc1C,292.39,3.68,50.7,1,4,4,3,1
TRZ01075,Cc1nnc(CC(C)Nc2ccc3ncccc3c2)nc1C,293.37,3.08,63.59,1,5,4,3,1
TRZ01076,Cc1ncc(-c2nnc(C)c(C)n2)c(=O)[nH]1,217.23,0.55,84.42,1,5,1,2,1
TRZ01077,Cc1nnc(-c2c[nH]cc2-c2ccc(Cl)cc2)nc1C,284.75,3.8,54.46,1,3,2,3,1
TRZ01078,Cc1nnc(-c2cc3ccccc3n2S(=O)(=O)c2ccccc2)nc1C,364.43,3.35,77.74,0,5,3,4,1
TRZ01079,Cc1nnc(-c2ccc(OCCC3CCN(c4ccc(Cl)nn4)CC3)cc2)nc1C,424.94,4.28,76.92,0,7,6,3,1
TRZ01080,Cc1nnc(-c2csc(COc3cc(Cl)cc(Cl)c3)n2)nc1C,367.26,4.5,60.79,0,6,4,3,1
TRZ01081,Cc1nnc(-c2c[nH]c(=S)[nH]2)nc1C,207.26,1.54,70.25,2,4,1,2,1
TRZ01082,Cc1nnc(-c2[nH]nc3c(O)c4ccccc4c(O)c23)nc1C,307.31,2.6,107.81,3,6,1,4,1
TRZ01083,Cc1nnc(C2=NN(c3ccccc3)C(=O)C2)nc1C,267.29,1.63,71.34,0,5,2,2,1
TRZ01084,Cc1nnc(-c2cc(N)nc(Cl)c2)nc1C,235.68,1.79,77.58,1,5,1,2,1
TRZ01085,Cc1nnc(C(=O)Nc2ccc(F)cc2)nc1C,246.25,1.88,67.77,1,4,2,2,1
TRZ01086,Cc1nnc(CSCc2c(C)c(C)c(C)c(C)c2C)nc1C,315.49,4.46,38.67,0,4,4,2,1
TRZ01087,Cc1nnc(CSc2ncnc3nc[nH]c23)nc1C,273.33,1.45,93.13,1,7,3,3,1
TRZ01089,Cc1cc2nc(SCc3nnc(C)c(C)n3)[nH]c2cc1C,299.4,3.27,67.35,1,5,3,3,1
TRZ01090,Cc1nnc(Cn2c(=S)[nH]c3ccccc32)nc1C,271.35,2.55,59.39,1,4,2,3,1
TRZ01091,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(N3CCCC3)cc21,367.43,3.23,63.91,0,5,3,3,1
TRZ01092,Cc1nnc(-c2ccc(COc3ccccc3Cl)cc2)nc1C,325.8,4.39,47.9,0,4,4,3,1
TRZ01093,Cc1nc2ccccc2cc1-c1nnc(C)c(C)n1,250.3,3.01,51.56,0,4,1,3,1
TRZ01094,Cc1nnc(C(C)n2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)nc1C,417.32,3.79,82.27,0,6,3,3,1
TRZ01095,Cc1nnc(-c2sccc2-n2c(C)ccc2C)nc1C,284.39,3.62,43.6,0,4,2,3,1
TRZ01096,Cc1nnc(C(Cc2ccccc2)NC(=O)OCc2ccccc2)nc1C,362.43,3.7,77.0,1,5,6,3,1
TRZ01097,Cc1nnc(C(C)Oc2ccc(C(C)(C)C)cc2)nc1C,285.39,3.93,47.9,0,4,3,2,1
TRZ01098,Cc1nnc(-c2nnc3n(c2=O)CCN3c2ccccc2)nc1C,321.34,1.26,89.69,0,7,2,3,2
TRZ01099,Cc1ccc(N2CCn3c2nnc(-c2nnc(C)c(C)n2)c3=O)cc1,335.37,1.57,89.69,0,7,2,3,2
TRZ01100,Cc1nnc(-c2nc(C(C)C)cs2)nc1C,234.33,2.74,51.56,0,5,2,2,1
TRZ01102,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(Cl)ccc21,314.78,3.14,60.67,0,4,2,3,1
TRZ01103,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2cc(F)c(Cl)cc21,332.77,3.28,60.67,0,4,2,3,1
TRZ01104,Cc1nnc(-c2nc[nH]c2-c2nnc(C)c(C)n2)nc1C,282.31,1.35,106.02,1,7,2,3,2
TRZ01105,Cc1nnc(-c2ccc(Oc3ccc(-c4nnc(C)c(C)n4)cc3)cc2)nc1C,384.44,4.42,86.57,0,7,4,4,2
TRZ01106,Cc1nnc(-c2ccccc2N=NN(C)C)nc1C,256.31,2.72,66.63,0,5,3,2,1
TRZ01107,Cc1nnc(CNc2ccc(F)c(Cl)c2)nc1C,266.71,2.89,50.7,1,4,3,2,1
TRZ01108,Cc1nnc(CNc2cccc(I)c2)nc1C,340.17,2.71,50.7,1,4,3,2,1
TRZ01109,Cc1nnc(-c2cc(=O)[nH]c3ccccc23)nc1C,252.28,2.0,71.53,1,4,1,3,1
TRZ01110,Cc1nnc(C(C)(C)Oc2ccc(Cl)cc2)nc1C,277.76,3.46,47.9,0,4,3,2,1
TRZ01112,Cc1nnc(-c2ccc(OCc3ccc(F)cc3)cc2)nc1C,309.34,3.87,47.9,0,4,4,3,1
TRZ01113,Cc1nnc(CSc2nc3ccccc3n2Cc2ccccc2)nc1C,361.47,4.18,56.49,0,5,5,4,1
TRZ01114,Cc1nnc(-c2nccnc2N)nc1C,202.22,0.53,90.47,1,6,1,2,1
TRZ01115,Cc1nnc(-c2csc(-c3ccc(C(F)(F)F)cc3)n2)nc1C,336.34,4.3,51.56,0,5,2,3,1
TRZ01116,CCCCCOc1ccc(-c2nnc(C)c(C)n2)cc1,271.36,3.72,47.9,0,4,6,2,1
TRZ01117,Cc1nnc(Cc2nc(-c3ccccc3)sc2C)nc1C,296.4,3.51,51.56,0,5,3,3,1
TRZ01118,Cc1nnc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nc1C,337.26,3.1,86.82,0,7,3,3,1
TRZ01119,Cc1nnc(CSc2cc(C(F)(F)F)nc3ccccc23)nc1C,350.37,4.35,51.56,0,5,3,3,1
TRZ01120,COc1ccc(Br)c(-c2nnc(C)c(C)n2)c1,294.15,2.93,47.9,0,4,2,2,1
TRZ01121,CCCN(CCC)S(=O)(=O)c1ccc(-c2nnc(C)c(C)n2)cc1,348.47,2.97,76.05,0,5,7,2,1
TRZ01122,CSCCC(NC(=O)c1ccc(C(F)(F)F)cc1)c1nnc(C)c(C)n1,384.43,3.73,67.77,1,5,6,2,1
TRZ01123,Cc1nnc(-c2ccc3c(c2)OCCO3)nc1C,243.27,1.93,57.13,0,5,1,2,1
TRZ01124,Cc1nnc(CCCNc2ncc(C(F)(F)F)cc2Cl)nc1C,345.76,3.6,63.59,1,5,5,2,1
TRZ01125,Cc1cc(C)nc(-c2nnc(C)c(C)n2)n1,215.26,1.56,64.45,0,5,1,2,1
TRZ01126,Cc1nnc(-c2cc3c([nH]c4ccccc43)c(C)n2)nc1C,289.34,3.49,67.35,1,4,1,4,1
TRZ01127,Cc1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)nc1C,328.42,3.3,77.0,1,5,4,2,1
TRZ01128,Cc1nnc(-c2sc3ncccc3c2N)nc1C,257.32,2.35,77.58,1,6,1,3,1
TRZ01130,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(C)n2Cc1ccccn1,373.46,3.79,65.72,0,5,5,4,1
TRZ01131,COc1ccc2c(c1)c(Cc1nnc(C)c(C)n1)c(S(C)=O)n2Cc1ccccc1,420.54,3.83,69.9,0,5,6,4,1
TRZ01132,Cc1nnc(Cc2cc3ccccc3[nH]2)nc1C,238.29,2.56,54.46,1,3,2,3,1
TRZ01133,Cc1nnc(CN(C)c2nc3scc(-c4ccccc4)c3c(=O)n2-c2ccccc2)nc1C,454.56,4.55,76.8,0,7,5,5,1
TRZ01134,Cc1nnc(CSc2nc3ccccc3c(=O)n2-c2ccccc2)nc1C,375.46,3.48,73.56,0,6,4,4,1
TRZ01135,Cc1nn[14c](-c2ccncc2)nc1C,188.21,1.55,51.56,0,4,1,2,1
TRZ01136,Cc1nnc(-c2nc(Cl)c(N)nc2N)nc1C,251.68,0.76,116.49,2,7,1,2,1
TRZ01137,Cc1nnc(-c2ccc(NCc3ccc(F)cc3)cn2)nc1C,309.35,3.3,63.59,1,5,4,3,1
TRZ01138,Cc1nnc(-c2ccnc(-c3nnc(C)c(C)n3)c2)nc1C,293.33,2.02,90.23,0,7,2,3,2
TRZ01139,CCn1c(=O)c(-c2nnc(C)c(C)n2)c(N)c2cccnc21,296.33,1.47,99.58,1,6,2,3,1
TRZ01140,Cc1nnc(-c2cnc3n(c2=O)C(C)CC/C3=N\Nc2ccccc2)nc1C,375.44,2.88,97.95,1,7,3,3,1
TRZ01141,Cc1nnc(-c2cc(C(O)CNC(C)(C)C)ccc2O)nc1C,316.41,2.28,91.16,3,6,4,2,1
TRZ01142,Cc1nnc(/C=C/c2ccc3c(c2)OCO3)nc1C,255.28,2.39,57.13,0,5,2,2,1
TRZ01143,Cc1nnc(C2(C)C(=O)Nc3cc4nc(-c5ccncc5)[nH]c4cc32)nc1C,371.4,2.68,109.34,2,6,2,4,1
TRZ01144,Cc1nnc(-c2cccc(O)c2O)nc1C,217.23,1.57,79.13,2,5,1,2,1
TRZ01145,Cc1nc2ccc(-c3nnc(C)c(C)n3)cc2[nH]1,239.28,2.34,67.35,1,4,1,3,1
TRZ01146,Cc1ccccc1SCc1nnc(C)c(C)n1,245.35,3.09,38.67,0,4,3,2,1
TRZ01147,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(-c4nnc(C)c(C)n4)cc3)c(F)c2)C(=O)O1,435.46,3.42,97.31,1,6,5,3,1
TRZ01148,Cc1nnc(-c2cc(-c3ccccc3)nn2Cc2ccccc2)nc1C,341.42,4.07,56.49,0,4,4,4,1
TRZ01149,Cc1nnc(CSc2ccccc2Cl)nc1C,265.77,3.43,38.67,0,4,3,2,1
TRZ01150,Cc1nnc(-c2cc(-c3ccc(Cl)cc3)nn2Cc2ccccc2)nc1C,375.86,4.72,56.49,0,4,4,4,1
TRZ01151,COc1ccc(-c2cc(-c3nnc(C)c(C)n3)n(Cc3ccccc3)n2)cc1,371.44,4.08,65.72,0,5,5,4,1
TRZ01152,Cc1nnc(/C=C/c2ccc(F)cc2)nc1C,229.26,2.8,38.67,0,3,2,2,1
TRZ01153,Cc1nnc(-c2c(N)sc3c2CCCCC3)nc1C,274.39,3.07,64.69,1,5,1,2,1
TRZ01154,CCCn1cc(-c2cc(-c3nnc(C)c(C)n3)[nH]n2)c2ccccc21,332.41,3.91,72.28,1,4,4,4,1
TRZ01157,CCn1cc(-c2nnc(C)c(C)n2)c(=O)c2ccccc21,280.33,2.49,60.67,0,4,2,3,1
TRZ01158,Cc1nnc(C(=O)Nc2cccccc2=O)nc1C,256.26,1.1,84.84,1,5,2,2,1
TRZ01159,Cc1nnc(CC(=O)NCc2ccco2)nc1C,246.27,0.94,80.91,1,5,4,2,1
TRZ01161,Cc1nnc(-c2nc3ccccc3c(=O)[nH]2)nc1C,253.27,1.39,84.42,1,5,1,3,1
TRZ01162,CC1=C(c2nnc(C)c(C)n2)C(c2ccc(F)cc2Cl)N=C(c2nccs2)N1,414.9,4.26,75.95,1,7,3,3,1
TRZ01163,Cc1nnc(-c2cn(C)c3c(cc([N+](=O)[O-])c4cccnc43)c2=O)nc1C,362.35,2.46,116.7,0,7,2,4,1
TRZ01164,Cc1nnc([C@H]2Cc3c([nH]c4ccccc34)[C@H](C)N2)nc1C,293.37,2.92,66.49,2,4,1,3,1
TRZ01165,Cc1nnc(-c2ccccc2Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)nc1C,485.57,4.32,94.99,2,9,6,4,1
TRZ01166,Cc1nnc(-c2cccc(Nc3nc(Nc4ccc(N5CCOCC5)cc4)ncc3F)c2)nc1C,472.53,4.41,100.98,2,9,6,4,1
TRZ01167,CCN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc(-c5nnc(C)c(C)n5)cc4)n3)cc2)CC1,499.6,4.71,94.99,2,9,7,4,1
TRZ01168,Cc1nnc(-c2ccccc2Nc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)nc1C,472.53,4.41,100.98,2,9,6,4,1
TRZ01171,Cc1nnc(-c2cccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3F)c2)nc1C,485.57,4.32,94.99,2,9,6,4,1
TRZ01172,Cc1nnc(-c2ccc(Nc3nc(Nc4ccc(N5CCOCC5)cc4)ncc3F)cc2)nc1C,472.53,4.41,100.98,2,9,6,4,1
TRZ01173,CCN1CCN(c2ccc(Nc3ncc(F)c(Nc4cccc(-c5nnc(C)c(C)n5)c4)n3)cc2)CC1,499.6,4.71,94.99,2,9,7,4,1
TRZ01175,CCN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4-c4nnc(C)c(C)n4)n3)cc2)CC1,499.6,4.71,94.99,2,9,7,4,1
TRZ01176,Cc1nnc(-c2ccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3F)cc2)nc1C,485.57,4.32,94.99,2,9,6,4,1
TRZ01183,Cc1nnc(-c2cnc(NCc3ccccc3)nc2)nc1C,292.35,2.56,76.48,1,6,4,3,1
TRZ01184,COc1ccc2c(ccn2S(=O)(=O)c2ccc(-c3nnc(C)c(C)n3)cc2)c1,394.46,3.36,86.97,0,6,4,4,1
TRZ01187,Cc1nnc(-c2ccc(S(=O)(=O)n3ccc4cc(OCc5ccccc5)ccc43)cc2)nc1C,470.55,4.93,86.97,0,6,6,5,1
TRZ01188,Cc1nnc(CCOc2ccc(-c3nnc(C)c(C)n3)cc2)nc1C,336.4,2.58,86.57,0,7,5,3,2
TRZ01189,Cc1nnc(Cn2cc(F)c(=O)[nH]c2=O)nc1C,251.22,-0.47,93.53,1,5,2,2,1
TRZ01190,Cc1nnc(CN2CC(c3ccccc3)CC2=O)nc1C,282.35,2.0,58.98,0,4,3,2,1
TRZ01191,Cc1nnc(-c2ccccc2C(=O)c2c(C)c(C)c(C)c(C)c2C)nc1C,359.47,4.93,55.74,0,4,3,3,1
TRZ01192,Cc1ccc2c(c1)C1(OCCCO1)C(=O)N2Cc1nnc(C)c(C)n1,340.38,1.93,77.44,0,6,2,2,1
TRZ01193,Cc1nnc(C(=O)/C=C2\NC3(CCCC3)Cc3ccccc32)nc1C,334.42,3.17,67.77,1,5,2,2,1
TRZ01194,Cc1nnc(-c2cccc(-c3nnc(C)c(C)n3)n2)nc1C,293.33,2.02,90.23,0,7,2,3,2
TRZ01195,CCN(CC)S(=O)(=O)c1cccc(-c2nnc(C)c(C)n2)c1,320.42,2.19,76.05,0,5,5,2,1
TRZ01196,Cc1nnc(-c2cc(-n3c(C)ccc3C)ccc2Cl)nc1C,312.8,4.22,43.6,0,3,2,3,1
TRZ01197,Cc1nnc(-c2ccc(-n3c(C)ccc3C)cc2Cl)nc1C,312.8,4.22,43.6,0,3,2,3,1
TRZ01198,Cc1nnc(-c2nnn(Cc3ccccc3)c2N)nc1C,281.32,1.38,95.4,1,6,3,3,1
TRZ01199,Cc1nnc(-c2cc3c(cn2)[nH]c2ccccc23)nc1C,275.32,3.18,67.35,1,4,1,4,1
TRZ01200,CCC(c1ccccc1)c1nnc(C)c(C)n1,227.31,3.03,38.67,0,3,3,2,1
TRZ01201,Cc1nnc(-c2ccc(NS(=O)(=O)c3ccccc3)cc2)nc1C,340.41,2.96,84.84,1,5,4,3,1
TRZ01202,Cc1nnc(CNC(=O)CNC(=O)OCc2ccccc2)nc1C,329.36,1.03,106.1,2,6,6,2,1
TRZ01203,Cc1nnc(-c2cccnc2N)nc1C,201.23,1.13,77.58,1,5,1,2,1
TRZ01204,COc1ccccc1NCc1nnc(C)c(C)n1,244.3,2.11,59.93,1,5,4,2,1
TRZ01205,Cc1nnc(CNC(c2ccccc2)(c2ccccc2)c2ccccc2)nc1C,380.5,4.57,50.7,1,4,6,4,1
TRZ01206,Cc1cc2ncn(Cc3nnc(C)c(C)n3)c2cc1C,267.34,2.5,56.49,0,4,2,3,1
TRZ01207,Cc1nnc(CCCc2ccccc2)nc1C,227.31,2.66,38.67,0,3,4,2,1
TRZ01208,Cc1nnc(-c2nc(N)n[nH]2)nc1C,191.2,-0.14,106.26,2,6,1,2,1
TRZ01209,Cc1nnc(CNc2ccc(Br)cc2)nc1C,293.17,2.86,50.7,1,4,3,2,1
TRZ01210,Cc1nnc(CC(NN)c2ccccc2O)nc1C,259.31,0.94,96.95,3,6,4,2,1
TRZ01211,Cc1nnc(CCc2ccccc2O)nc1C,229.28,1.98,58.9,1,4,3,2,1
