Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings
TRZ05199,Cc1nnc(-c2cc(-c3ccc4ncnc(C)c4c3)c(-c3ccc(F)cc3)nc2N)nc1C,437.48,4.86,103.36,1,7,3,5,1
TRZ05200,Cc1nnc(-c2ccc(CC3CS(=O)(=O)CCN3C(=O)Nc3ccccc3)c(F)c2)nc1C,469.54,3.17,105.15,1,6,4,3,1
TRZ05202,Cc1nnc(-c2c(NS(=O)(=O)c3ccccc3)ccc(Cl)c2F)nc1C,392.84,3.75,84.84,1,5,4,3,1
TRZ05203,Cc1nnc(C(N)c2ccc(F)c(Br)c2)nc1C,311.16,2.44,64.69,1,4,2,2,1
TRZ05205,Cc1nnc(C(C)Oc2c(F)cc(F)cc2F)nc1C,283.25,3.05,47.9,0,4,3,2,1
TRZ05206,Cc1nnc(-c2ccc(CNC(=O)C3CCSCC3)c(F)c2)nc1C,360.46,3.05,67.77,1,5,4,2,1
TRZ05207,Cc1nnc(-c2ccc(CNS(C)(=O)=O)c(F)c2)nc1C,310.35,1.34,84.84,1,5,4,2,1
TRZ05208,Cc1nnc(-c2ccc(CN(C(=O)N3CCNCC3C(C)(C)C)c3ccccc3)c(F)c2)nc1C,476.6,4.74,74.25,1,5,4,3,1
TRZ05209,Cc1nnc(-c2ccc(CNC(=O)N3CCS(=O)(=O)CC3)c(F)c2)nc1C,393.44,1.23,105.15,1,6,3,2,1
TRZ05210,Cc1nnc(-c2cnc(NC3(c4ccccc4)CC3)nc2C(=O)C(F)F)nc1C,396.4,3.49,93.55,1,7,6,3,1
TRZ05211,Cc1nnc(-c2cnc(NC3(c4ccccc4)CCCC3)nc2C(=O)C(F)F)nc1C,424.46,4.27,93.55,1,7,6,3,1
TRZ05212,Cc1nnc(-c2cnc(NC3(c4ccccc4)CCCCC3)nc2C(=O)C(F)F)nc1C,438.48,4.66,93.55,1,7,6,3,1
TRZ05213,COc1ccc(C2(Nc3ncc(-c4nnc(C)c(C)n4)c(C(=O)C(F)F)n3)CCC2)cc1,440.45,3.89,102.78,1,8,7,3,1
TRZ05214,Cc1nnc(-c2cnc(NC3(c4ccccc4F)CCC3)nc2C(=O)C(F)F)nc1C,428.42,4.02,93.55,1,7,6,3,1
TRZ05215,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4)CCC3)nc2C(=O)C(F)F)nc1C,428.42,4.02,93.55,1,7,6,3,1
TRZ05216,Cc1nnc(-c2cnc(NC3(c4cccc(C(F)(F)F)c4)CCC3)nc2C(=O)C(F)F)nc1C,478.43,4.9,93.55,1,7,6,3,1
TRZ05217,Cc1ccccc1C1(Nc2ncc(-c3nnc(C)c(C)n3)c(C(=O)C(F)F)n2)CCC1,424.46,4.19,93.55,1,7,6,3,1
TRZ05218,Cc1ccc(C2(Nc3ncc(-c4nnc(C)c(C)n4)c(C(=O)C(F)F)n3)CCC2)cc1,424.46,4.19,93.55,1,7,6,3,1
TRZ05219,CSc1ncc(-c2nnc(C)c(C)n2)c(C(=O)C(F)F)n1,311.32,2.12,81.52,0,7,4,2,1
TRZ05220,Cc1nnc(-c2cnc(NC3(c4cccc(F)c4)CC3)nc2C(=O)C(F)F)nc1C,414.39,3.63,93.55,1,7,6,3,1
TRZ05221,Cc1nnc(-c2cnc(NC3(c4cccc(C(F)(F)F)c4)CC3)nc2C(=O)C(F)F)nc1C,464.4,4.51,93.55,1,7,6,3,1
TRZ05222,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(F)c4)CC3)nc2C(=O)C(F)F)nc1C,432.38,3.77,93.55,1,7,6,3,1
TRZ05223,Cc1nnc(-c2cnc(NC3(c4cc(F)cc(F)c4)CCC3)nc2C(=O)C(F)F)nc1C,446.41,4.16,93.55,1,7,6,3,1
TRZ05224,Cc1nnc(-c2cnc(NC3(c4cc(F)ccc4F)CCC3)nc2C(=O)C(F)F)nc1C,446.41,4.16,93.55,1,7,6,3,1
TRZ05225,Cc1nnc(-c2cnc(NC3(c4ccc(OC(F)(F)F)cc4)CCC3)nc2C(=O)C(F)F)nc1C,494.42,4.78,102.78,1,8,7,3,1
TRZ05226,Cc1nnc(-c2cnc(NC3(c4cccc(F)c4F)CCC3)nc2C(=O)C(F)F)nc1C,446.41,4.16,93.55,1,7,6,3,1
TRZ05227,Cc1nnc(-c2cnc(NC3(c4c(F)cccc4F)CCC3)nc2C(=O)C(F)F)nc1C,446.41,4.16,93.55,1,7,6,3,1
TRZ05228,Cc1nnc(-c2cnc(NC3(c4cccnc4)CCC3)nc2C(=O)C(F)F)nc1C,411.42,3.28,106.44,1,8,6,3,1
TRZ05229,Cc1nnc(-c2cnc(NC3(c4cccs4)CC3)nc2C(=O)C(F)F)nc1C,402.43,3.56,93.55,1,8,6,3,1
TRZ05230,Cc1nnc(-c2cnc(NC3(c4ccccc4C(F)(F)F)CCC3)nc2C(=O)C(F)F)nc1C,478.43,4.9,93.55,1,7,6,3,1
TRZ05231,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(F)c4)CCC3)nc2C(=O)C(F)F)nc1C,446.41,4.16,93.55,1,7,6,3,1
TRZ05232,COc1ccccc1C1(Nc2ncc(-c3nnc(C)c(C)n3)c(C(=O)C(F)F)n2)CC1,426.43,3.5,102.78,1,8,7,3,1
TRZ05233,Cc1nnc(-c2cnc(NC3(c4cc(F)cc(F)c4)CC3)nc2C(=O)C(F)F)nc1C,432.38,3.77,93.55,1,7,6,3,1
TRZ05234,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4F)CC3)nc2C(=O)C(F)F)nc1C,432.38,3.77,93.55,1,7,6,3,1
TRZ05235,Cc1nnc(-c2ccc(N3CCC(S(=O)(=O)N(C)c4ccc(F)c(Cl)c4)CC3)nc2)nc1C,490.99,3.78,92.18,0,7,5,3,1
TRZ05237,Cc1nnc(-c2cc(-c3ccc(F)cc3)c(=O)n(C)c2)nc1C,310.33,2.66,60.67,0,4,2,3,1
TRZ05238,Cc1nnc(-c2ncccc2OC(F)F)nc1C,252.22,2.15,60.79,0,5,3,2,1
TRZ05239,Cc1nnc(-c2ccc(CN(CC34CC5CC(CC(C5)C3)C4)C(=O)N3CCOCC3)c(F)c2)nc1C,493.63,4.77,71.45,0,5,5,2,1
TRZ05240,Cc1nnc([C@@]23CC(F)(F)[C@@H](C)[C@H](C=Cc4ccc(Br)cn4)[C@@H]2[C@@H](C)OC3=O)nc1C,493.35,4.45,77.86,0,6,3,2,1
TRZ05243,Cc1nnc(-c2cncc(-c3ccc(F)cc3)n2)nc1C,281.29,2.75,64.45,0,5,2,3,1
TRZ05244,Cc1nnc(-c2ccccc2CF)nc1C,217.25,2.62,38.67,0,3,2,2,1
TRZ05245,Cc1nnc(-c2ncn3c2[C@@H]2CCN2C(=O)c2c-3ccc(F)c2F)nc1C,368.35,2.52,76.8,0,5,1,3,1
TRZ05246,Cc1cccc(-c2nnc(C)c(C)n2)c1-n1nc(C(F)(F)F)cc1C(N)=O,376.34,2.77,99.58,1,5,3,3,1
TRZ05247,Cc1nnc(C2CCC(Oc3cccc(Cl)c3F)CC2)nc1C,335.81,4.39,47.9,0,4,3,2,1
TRZ05248,Cc1nnc(-c2cnc(Br)c(F)c2)nc1C,283.1,2.45,51.56,0,4,1,2,1
TRZ05249,Cc1nnc(-c2cc(F)c(N3CCC(F)(F)CC3)c(F)c2)nc1C,340.32,3.67,41.91,0,4,2,2,1
TRZ05250,Cc1nnc(-c2ccc(N3CCOCC3)c(F)c2)nc1C,288.33,2.13,51.14,0,5,2,2,1
TRZ05251,Cc1nnc(-c2cc(F)cc(-n3nccc3OC3CCOCC3)c2)nc1C,369.4,3.04,74.95,0,6,4,3,1
TRZ05252,Cc1nnc([C@H]2CC[C@H](NC(=O)COc3ccc(C(F)(F)F)cc3)CO2)nc1C,410.4,2.92,86.23,1,6,5,2,1
TRZ05258,Cc1cc(-c2cc(-c3nnc(C)c(C)n3)c(N)nc2-c2ccc(F)cc2)cc(Cl)n1,420.88,4.96,90.47,1,6,3,4,1
TRZ05260,C=N/C(=C\C=C(/C)c1nnc(C)c(C)n1)CN(C(=O)N1CCOCC1)c1ccc(F)cc1F,456.5,3.71,83.81,0,6,6,2,1
TRZ05261,Cc1nnc(-c2ccc(CN(c3ccccc3)C(O)N3CCN(C4COC4)CC3)c(F)c2)nc1C,478.57,2.59,77.85,1,8,7,3,1
TRZ05262,Cc1nnc(COc2nccc(C(F)(F)F)p2)nc1C,302.2,3.06,60.79,0,5,3,2,1
TRZ05263,Cc1nnc(C(Oc2cc(-c3cccnc3)c3ncccc3c2)c2ccc(F)cn2)nc1C,438.47,4.8,86.57,0,7,5,5,1
TRZ05264,CCc1ncc(-c2sc(C(F)(F)F)nc2-c2nnc(C)c(C)n2)cn1,366.37,3.65,77.34,0,7,3,3,1
TRZ05265,Cc1nnc(-c2ncc(C(F)(F)F)cc2-c2cnc(C3CC3)nc2)nc1C,372.35,3.9,77.34,0,6,3,3,1
TRZ05266,Cc1ncc(-c2nc(C(F)(F)F)ccc2-c2nnc(C)c(C)n2)cn1,346.32,3.33,77.34,0,6,2,3,1
TRZ05267,Cc1nnc(-c2ncc(CF)cc2-c2cnc(C3CC3)nc2)nc1C,336.37,3.35,77.34,0,6,4,3,1
TRZ05268,Cc1nnc(-c2ncc(C(F)F)cc2-c2cnc(C3CC3)nc2)nc1C,354.36,3.82,77.34,0,6,4,3,1
TRZ05269,Cc1nnc(-c2ccnc(OC(F)(F)F)c2Br)nc1C,349.11,3.21,60.79,0,5,2,2,1
TRZ05270,Cc1nnc(C(=O)CNCc2ccc(F)cc2)nc1C,274.3,1.6,67.77,1,5,5,2,1
TRZ05271,Cc1nnc(-c2cc(C(C)C)cc(C(F)(F)F)n2)nc1C,296.3,3.69,51.56,0,4,2,2,1
TRZ05272,Cc1nnc(-c2cc(N)cc(C(F)(F)F)n2)nc1C,269.23,2.15,77.58,1,5,1,2,1
TRZ05273,C=CC(=O)C1(Nc2ccc(C(F)(F)F)cc2)C=CC=CC1c1nnc(C)c(C)n1,400.4,4.32,67.77,1,5,5,2,1
TRZ05276,Cc1nnc(C2C=CC=CC2(Nc2ccc(C(F)(F)F)cc2)C(=O)CCC#N)nc1C,427.43,4.44,91.56,1,6,6,2,1
TRZ05278,Cc1nnc(-c2nc(C3(F)CC3)ns2)nc1C,251.29,1.97,64.45,0,6,2,2,1
TRZ05279,Cc1nnc([C@H]2CC[C@H](NC(=O)COc3ccc(Cl)c(F)c3)CN2C(=O)O)nc1C,437.86,2.66,117.54,2,6,5,2,1
TRZ05280,Cc1nnc([C@H]2CC[C@H](NC(=O)COc3ccc(Cl)c(F)c3)CN2C(=O)OC(C)(C)C)nc1C,493.97,3.92,106.54,1,7,5,2,1
TRZ05285,Cc1nnc(-c2c(Cl)cccc2C2(F)CCC2)nc1C,291.76,4.16,38.67,0,3,2,2,1
TRZ05286,Cc1cc(-c2cnc(NCc3c(F)ccc4c3CCO4)n3cc(-c4nnc(C)c(C)n4)nc23)n(C)n1,485.53,3.59,107.94,1,8,5,5,1
TRZ05288,Cc1nnc(Cn2ncc3ncc(-c4ccc(F)c(C(F)F)c4)cc32)nc1C,384.37,4.03,69.38,0,5,4,4,1
TRZ05289,Cc1nnc(Cn2ncc3ncc(-c4cccc(C(F)(F)F)c4)cc32)nc1C,384.37,3.97,69.38,0,5,3,4,1
TRZ05290,Cc1nnc(-c2ccc(Nc3ncc(-c4ccc(C(F)(F)F)cc4)o3)cn2)nc1C,412.38,4.97,89.62,1,7,4,4,1
TRZ05291,Cc1nnc(C(F)(F)C(C)(O)c2cccc(NC(=O)OC(C)(C)C)c2)nc1C,394.42,3.83,97.23,2,6,4,2,1
TRZ05292,Cc1nnc(-c2cnc3ccc(N4CCC[C@@H]4c4cc(F)cnc4CC[C@@H](C)N)nn23)nc1C,461.55,3.35,111.01,1,8,6,4,1
TRZ05293,Cc1nnc(-c2cnc3ccc(N4CCCC4c4cc(F)cnc4CC[C@@H](C)N)nn23)nc1C,461.55,3.35,111.01,1,8,6,4,1
TRZ05294,Cc1nnc(-c2cnc3ccc(N4CCC[C@@H]4c4cc(F)cnc4C#C[C@@H](C)N)nn23)nc1C,457.52,2.77,111.01,1,8,3,4,1
TRZ05295,Cc1nnc(-c2cnc3ccc(N4CCCC4c4cc(F)cnc4C#C[C@@H](C)N)nn23)nc1C,457.52,2.77,111.01,1,8,3,4,1
TRZ05296,Cc1nnc(-c2nnsc2C(F)(F)F)nc1C,261.23,2.03,64.45,0,6,1,2,1
TRZ05297,Cc1nnc(-c2snnc2C(F)F)nc1C,243.24,1.94,64.45,0,6,2,2,1
TRZ05298,Cc1nnc([C@H](C)NC(=O)c2cc(Cl)cc(S(=O)(=O)C(F)(F)F)c2)nc1C,422.82,2.93,101.91,1,6,4,2,1
TRZ05301,Cc1nnc(-c2ccc(Cn3c(=O)n(CCN4CCOCC4)c4ccccc43)c(F)c2)nc1C,462.53,2.79,78.07,0,6,6,4,1
TRZ05302,Cc1nnc(C2(c3cccc(Br)c3)CC(F)(F)C2)nc1C,354.2,3.97,38.67,0,3,2,2,1
TRZ05303,Cc1nnc(-c2cc(=S)cc(C(F)(F)F)[nH]2)nc1C,286.28,3.23,54.46,1,4,1,2,1
TRZ05304,COc1ccc(-c2nnc(C)c(C)n2)c(OC(F)(F)F)c1,299.25,3.06,57.13,0,5,3,2,1
TRZ05305,Cc1nnc(-c2cn(C3CC3)nc2C(F)F)nc1C,265.27,2.62,56.49,0,4,3,2,1
TRZ05306,Cc1nnc(-c2ccc(Cl)cc2OC(F)(F)F)nc1C,303.67,3.71,47.9,0,4,2,2,1
TRZ05307,Cc1nnc(-c2ccc(Br)cc2OC(F)F)nc1C,330.13,3.52,47.9,0,4,3,2,1
TRZ05308,Cc1nnc(-c2ccc(Br)cc2OC(F)(F)F)nc1C,348.12,3.82,47.9,0,4,2,2,1
TRZ05309,Cc1nnc(-c2ccc(Cl)cc2OC(F)F)nc1C,285.68,3.41,47.9,0,4,3,2,1
TRZ05310,Cc1nnc(-c2cc(F)ccc2OC(F)(F)F)nc1C,287.22,3.19,47.9,0,4,2,2,1
TRZ05311,Cc1nnc(-c2cc(Cl)ccc2OC(F)(F)F)nc1C,303.67,3.71,47.9,0,4,2,2,1
TRZ05313,Cc1nnc(-c2ccccc2OC(F)(F)C(F)F)nc1C,301.24,3.39,47.9,0,4,4,2,1
TRZ05314,Cc1nnc([C@@]2(c3cccc(F)c3C)Cc3cnn(C(C)C)c3C2)nc1C,365.46,3.8,56.49,0,4,3,3,1
TRZ05315,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnc(C)c(C)n3)c2)cc1N(C=O)C1CC1,419.46,3.98,88.08,1,5,6,3,1
TRZ05316,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnc(C)c(C)n3)c2)cc1NC(=O)C1CC1,419.46,4.2,96.87,2,5,5,3,1
TRZ05317,Cc1nnc(-c2nc(F)ccc2F)nc1C,222.2,1.83,51.56,0,4,1,2,1
TRZ05318,Cc1nnc(-c2ccc(O)c(O)c2F)nc1C,235.22,1.71,79.13,2,5,1,2,1
TRZ05319,Cc1nnc(C2CC(C)CN(c3ccc(C(F)(F)F)c4ncccc34)C2)nc1C,401.44,4.69,54.8,0,5,2,3,1
TRZ05321,Cc1nnc(C2(F)CCCN(C(O)OCc3ccccc3)C2)nc1C,346.41,2.24,71.37,1,6,5,2,1
TRZ05322,Cc1nnc(C(F)c2ccccc2OP(=O)(O)O)nc1C,313.23,2.02,105.43,2,5,4,2,1
TRZ05323,COC(=O)c1ccc(CC(=O)Oc2c(F)ccc(-c3nnc(C)c(C)n3)c2F)cc1,413.38,3.37,91.27,0,7,5,3,1
TRZ05324,Cc1nnc(C2[C@H]3CC(NC(=O)COc4ccc(Cl)c(F)c4)C[C@@H]23)nc1C,390.85,2.97,77.0,1,5,5,2,1
TRZ05325,Cc1nnc(-c2cccc(Oc3ccc(NC(=O)O)c(F)c3)c2)nc1C,354.34,4.18,97.23,2,5,4,3,1
TRZ05327,Cc1nnc(C(C)NC(=O)c2cc(Cl)cc(S(=O)(=O)C(F)(F)F)c2)nc1C,422.82,2.93,101.91,1,6,4,2,1
TRZ05328,COCOc1ccc(F)cc1C(c1nnc(C)c(C)n1)N1Cc2ccc(Br)cc2C1=O,487.33,4.12,77.44,0,6,6,3,1
TRZ05330,Cc1nnc(-c2nccnc2Nc2ccc(C(F)(F)F)cc2)nc1C,346.32,3.71,76.48,1,6,3,3,1
TRZ05331,Cc1nnc(-c2cccnc2Nc2ccc(C(F)(F)F)cc2)nc1C,345.33,4.31,63.59,1,5,3,3,1
TRZ05332,Cc1nnc(C2(C)CCCN(C(=O)c3ccccc3Nc3ccc(C(F)(F)F)cc3)C2=O)nc1C,483.49,4.97,88.08,1,6,4,3,1
TRZ05333,Cc1nnc(CNc2nc(N3CCOCC3)nc3c(C(F)(F)F)cnn23)nc1C,409.38,1.39,106.25,1,9,4,3,1
TRZ05334,Cc1nnc(-c2cnc(NC3Cc4ccccc4C3)nc2C(F)(F)F)nc1C,386.38,3.54,76.48,1,6,3,3,1
TRZ05335,Cc1nnc(-c2ccc3c(F)c(N4CC(=O)NS4(=O)=O)c(OCc4ccccc4)cc3c2)nc1C,493.52,3.21,114.38,1,7,5,4,1
TRZ05336,Cc1nnc(-c2cnc(NC3(c4c(F)cccc4F)CC3)s2)nc1C,359.41,3.99,63.59,1,6,4,3,1
TRZ05337,Cc1nnc(-c2ccc3c(F)c(N4CC(=O)NS4=O)c(OCc4ccccc4)cc3c2)nc1C,477.52,3.54,97.31,1,6,5,4,1
TRZ05338,Cc1nnc(Cc2cc(F)c(F)cc2Cl)nc1C,269.68,3.01,38.67,0,3,2,2,1
TRZ05339,Cc1nnc(Cc2c(-c3ccncc3)cc(F)cc2C(C)C)nc1C,336.41,4.4,51.56,0,4,4,3,1
TRZ05340,COc1cc(-c2cc(F)cc(C(C)C)c2Cc2nnc(C)c(C)n2)ccn1,366.44,4.41,60.79,0,5,5,3,1
TRZ05341,Cc1nnc(Cc2c(C(C)C)cc(F)cc2C(C)C)nc1C,301.41,4.47,38.67,0,3,4,2,1
TRZ05342,Cc1nnc(-c2ccc(Cc3c(NS(C)(=O)=O)cccc3C(F)(F)F)nc2)nc1C,437.45,3.53,97.73,1,6,5,3,1
TRZ05343,CCCS(=O)(=O)Nc1ccc(Cc2ccc(-c3nnc(C)c(C)n3)cc2)c(N2CC[C@H](F)C2)c1,483.61,4.45,88.08,1,6,8,3,1
TRZ05344,Cc1nnc(-c2nc(Br)cnc2F)nc1C,284.09,1.85,64.45,0,5,1,2,1
TRZ05345,CNS(=O)N(CC=O)c1c(OCc2ccccc2)cc2cc(-c3nnc(C)c(C)n3)ccc2c1F,493.56,3.83,97.31,1,6,9,4,1
TRZ05346,Cc1nnc(Cc2ccc(C(F)F)cn2)nc1C,250.25,2.41,51.56,0,4,3,2,1
TRZ05347,COc1cnc(Cc2nnc(C)c(C)n2)c(F)c1,248.26,1.62,60.79,0,5,3,2,1
TRZ05348,Cc1nnc(Cc2ncccc2C(F)F)nc1C,250.25,2.41,51.56,0,4,3,2,1
TRZ05349,Cc1nnc(Cc2ncncc2F)nc1C,219.22,1.01,64.45,0,5,2,2,1
TRZ05350,Cc1nnc(Cc2ccc(F)cn2)nc1C,218.23,1.61,51.56,0,4,2,2,1
TRZ05351,Cc1nnc(Cc2ncc(F)cc2Cl)nc1C,252.68,2.27,51.56,0,4,2,2,1
TRZ05353,Cc1nnc(-c2ccc(F)cc2NC(=O)Nc2cccc(Cl)c2)nc1C,371.8,4.59,79.8,2,4,3,3,1
TRZ05355,Cc1nnc(-c2ccccc2NC(=O)Nc2cccc(F)c2)nc1C,337.36,3.94,79.8,2,4,3,3,1
TRZ05356,Cc1nnc(-c2ccc(Cl)cc2NC(=O)Nc2cccc(F)c2)nc1C,371.8,4.59,79.8,2,4,3,3,1
TRZ05357,Cc1nnc(-c2ccccc2NC(=O)Nc2cc(F)cc(Cl)c2)nc1C,371.8,4.59,79.8,2,4,3,3,1
TRZ05358,Cc1nnc(-c2ccc(Cl)cc2NC(=O)Nc2cc(F)cc(F)c2)nc1C,389.79,4.73,79.8,2,4,3,3,1
TRZ05359,Cc1nnc(-c2ccc(F)cc2NC(=O)Nc2cccc(F)c2)nc1C,355.35,4.08,79.8,2,4,3,3,1
TRZ05361,Cc1nnc(-c2ccc(Br)cc2NC(=O)Nc2cc(F)cc(F)c2)nc1C,434.24,4.84,79.8,2,4,3,3,1
TRZ05363,Cc1nnc(-c2ccc(F)cc2NC(=O)Nc2cc(F)cc(F)c2)nc1C,373.34,4.22,79.8,2,4,3,3,1
TRZ05364,Cc1nnc(-c2ccc(OC(F)(F)F)cc2NC(=O)Nc2cccc(F)c2)nc1C,421.35,4.84,89.03,2,5,4,3,1
TRZ05367,Cc1nnc(-c2ccccc2NC(=O)Nc2cc(F)cc(F)c2)nc1C,355.35,4.08,79.8,2,4,3,3,1
TRZ05370,COc1ccc(-c2nnc(C)c(C)n2)c(NC(=O)Nc2cc(F)cc(F)c2)c1,385.37,4.09,89.03,2,5,4,3,1
TRZ05371,COc1ccc(-c2nnc(C)c(C)n2)c(NC(=O)Nc2cccc(F)c2)c1,367.38,3.95,89.03,2,5,4,3,1
TRZ05373,COc1ccc(-c2nnc(C)c(C)n2)c(NC(=O)Nc2cc(F)cc(Cl)c2)c1,401.83,4.6,89.03,2,5,4,3,1
TRZ05374,Cc1nnc(-c2cc(F)c[nH]2)nc1C,192.2,1.62,54.46,1,3,1,2,1
TRZ05375,COCc1cc(OC(F)(F)F)ccc1-c1cnc(Cc2nnc(C)c(C)n2)cn1,405.38,3.58,82.91,0,7,6,3,1
TRZ05377,Cc1nnc(-c2csc(Oc3ccc(N)c(F)c3)n2)nc1C,317.35,3.13,86.81,1,7,3,3,1
TRZ05378,Cc1nnc(-c2cc3c(N)cccc3n2CC(F)(F)F)nc1C,321.31,3.25,69.62,1,4,2,3,1
TRZ05379,Cc1nnc(-c2cc3c(N[C@@H]4CCN(C)C[C@H]4F)cccc3n2CC(F)(F)F)nc1C,436.46,4.13,58.87,1,5,4,3,1
TRZ05380,Cc1nnc(-c2cc3c(N[C@H]4CCN(C)C[C@@H]4F)cccc3n2CC(F)(F)F)nc1C,436.46,4.13,58.87,1,5,4,3,1
TRZ05381,Cc1nnc(-c2cc3c(NC4CCN(C)CC4F)cccc3n2CC(F)(F)F)nc1C,436.46,4.13,58.87,1,5,4,3,1
TRZ05382,Cc1nnc(-c2cc3c(NC4CCN(C)CC4)cccc3n2CC(F)(F)F)nc1C,418.47,4.18,58.87,1,5,4,3,1
TRZ05383,Cc1nnc(-c2cc3c(Br)cccc3n2CC(F)(F)F)nc1C,385.19,4.43,43.6,0,3,2,3,1
TRZ05385,Cc1nnc(-c2cc3c(N[C@@H]4CCN(C)C[C@@H]4F)cccc3n2CC(F)(F)F)nc1C,436.46,4.13,58.87,1,5,4,3,1
TRZ05386,Cc1nnc(-c2cc3c(NC4CCN(C)C[C@@H]4F)cccc3n2CC(F)(F)F)nc1C,436.46,4.13,58.87,1,5,4,3,1
TRZ05387,Cc1nnc(-c2ccccc2Cc2ccc(C(F)(F)F)cc2)nc1C,343.35,4.77,38.67,0,3,3,3,1
TRZ05388,CCCCOc1ccc(Cc2nnc(C)c(C)n2)c(F)c1,289.35,3.4,47.9,0,4,6,2,1
TRZ05391,Cc1nnc(-c2cnc(C(=O)C(F)F)nc2)nc1C,265.22,1.39,81.52,0,6,3,2,1
TRZ05392,CCNc1ccc(Oc2cccc(C(F)(F)F)c2)nc1-c1nnc(C)c(C)n1,389.38,4.79,72.82,1,6,5,3,1
TRZ05393,Cc1nnc(-c2cc(F)cc(C(F)(F)F)c2)nc1C,271.22,3.31,38.67,0,3,1,2,1
TRZ05396,Cc1nnc(-c2cnc(C(=O)C(F)(F)F)nc2)nc1C,283.21,1.69,81.52,0,6,2,2,1
TRZ05397,Cc1nnc(-c2cc(CN3CCN(C(C)(C)C)CC3)ccc2C(F)(F)F)nc1C,407.48,4.09,45.15,0,5,3,2,1
TRZ05399,Cc1nnc(-c2cc(C(F)(F)F)ccc2OC2CC2)nc1C,309.29,3.72,47.9,0,4,3,2,1
TRZ05400,Cc1nnc(-c2ccc(F)cc2-c2ccccc2)nc1C,279.32,3.96,38.67,0,3,2,3,1
TRZ05401,Cc1ccc(-c2nnc(C)c(C)n2)c(-c2ccc(F)cc2)c1,293.35,4.27,38.67,0,3,2,3,1
TRZ05402,Cc1nnc(-c2cc(F)ccc2-c2ccccc2)nc1C,279.32,3.96,38.67,0,3,2,3,1
TRZ05403,Cc1nnc(-c2cc(C(F)(F)F)ccc2-c2ccccc2)nc1C,329.33,4.84,38.67,0,3,2,3,1
TRZ05404,Cc1nnc(-c2nn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)nc1C,383.38,4.57,56.49,0,4,3,4,1
TRZ05405,Cc1nnc(-c2cnn(CC(F)(F)F)c2)nc1C,257.22,1.91,56.49,0,4,2,2,1
TRZ05406,Cc1nnc(-c2ccc(Cn3cc(C4CCN(CC(C)(C)F)CC4)nn3)nc2)nc1C,424.53,3.12,85.51,0,7,6,3,1
TRZ05408,CCC(F)(CC)CN1CCC(c2cn(Cc3ccc(-c4nnc(C)c(C)n4)cn3)nn2)CC1,452.58,3.9,85.51,0,7,8,3,1
TRZ05412,Cc1nnc(-c2cnc(N3CCC(F)(F)CC3)c(F)c2)nc1C,323.32,2.93,54.8,0,5,2,2,1
TRZ05414,Cc1nnc(C2CCC(Oc3ccc(C(F)F)cn3)CC2)nc1C,334.37,3.93,60.79,0,5,4,2,1
TRZ05415,Cc1nnc(CCC2CCn3c(cnc3C3CC(F)(F)C3)C2)nc1C,347.41,3.39,56.49,0,4,4,2,1
TRZ05416,Cc1nnc(-c2nc3cc(F)c(F)cc3s2)nc1C,278.29,3.04,51.56,0,5,1,3,1
TRZ05419,Cc1nnc(-c2nc(F)c(F)nc2-c2nnc(C)c(C)n2)nc1C,330.3,1.69,103.12,0,8,2,3,2
TRZ05420,Cc1nnc(-c2ccc(C(N)CC(F)(F)F)cc2)nc1C,296.3,3.11,64.69,1,4,3,2,1
TRZ05422,C=CCCC(OCc1ccccc1)(c1nnc(C)c(C)n1)C(F)(F)F,351.37,4.43,47.9,0,4,7,2,1
TRZ05423,Cc1nnc([C@H](CC(C)C)NC(=O)/C=C/c2ccc(Cl)cc2F)nc1C,376.86,4.2,67.77,1,4,6,2,1
TRZ05424,Cc1nnc(C(Cc2cc(F)cc(F)c2)NC(=O)OC(C)(C)C)nc1C,364.4,3.58,77.0,1,5,4,2,1
TRZ05425,C=CCC[C@@](OCc1ccccc1)(c1nnc(C)c(C)n1)C(F)(F)F,351.37,4.43,47.9,0,4,7,2,1
TRZ05426,C=CCC[C@@H](C)Oc1nc(-c2nnc(C)c(C)n2)c([N+](=O)[O-])cc1C(F)(F)F,397.36,4.21,103.93,0,7,7,2,1
TRZ05427,C=CC[C@@](OCc1ccccc1)(c1nnc(C)c(C)n1)C(F)(F)F,337.34,4.04,47.9,0,4,6,2,1
TRZ05428,C=CC(OC(C)(C)C)C(OCc1ccccc1)(c1nnc(C)c(C)n1)C(F)(F)F,409.45,4.83,57.13,0,5,7,2,1
TRZ05429,C=CCC(OCc1ccccc1)(c1nnc(C)c(C)n1)C(F)(F)F,337.34,4.04,47.9,0,4,6,2,1
TRZ05431,Cc1nnc(-c2cnn(C3CC3)c2C(F)(F)F)nc1C,283.26,2.71,56.49,0,4,2,2,1
