cmplx_smiles_neutral_std,Exp LgK1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],6.507
[Cl-].[Cd+2],1.7
O=S([O-])[O-].[Cd+2],3.29
CC(N)C(=O)O.[Mn+2],2.6
C1CNCCOCCOCCNC1.[Pb+2],5.7
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cu+2],16.5
O=C(O)Cc1cccs1.[H+],3.82
OCCN1CCN(CCO)CC1.[H+],7.78
NCCc1cnc[nH]1.[Co+2],5.34
NCC(N)CN.[Co+2],6.8
Cc1cccc(CN)n1.[Ni+2],5.15
O=C(O)CSCC(=O)O.[Ni+2],4.26
NC(CC(=O)O)C(=O)O.[Ba+2],3.75
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O.[Cu+2],5.45
O=Nc1cc(S(=O)(=O)O)c2ccccc2c1O.[Ho+3],3.13
O=C(O)c1cc(O)cc(C(=O)O)n1.[H+],10.85
O=C(O)CSc1cccc(Cl)c1.[H+],3.3
NC(Cc1ccc(O)cc1)C(=O)NO.[H+],9.931
CC(O)C(N)C(=O)O.[Cd+2],4.06
O=[N+]([O-])c1ccc(O)cc1O.[Ce+3],5.82
O=NN(O)c1ccccc1.[H+],4.16
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1.[Eu+3],12.23
C[C@@H](N)[C@@H](C)N.[H+],9.77
C=C(C)C(=O)O.[Sm+3],2.4
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O.[H+],9.97
Nc1n[nH]c(=S)s1.[Tb+3],6.38
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],3.86
NC1(C2(N)CCCCC2)CCCCC1.[H+],10.41
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Al+3],14.4
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Ce+3],4.98
CCC(O)C(=O)O.[H+],3.8
O=C(O)CC(O)C(O)C(O)C(O)C1NC(C(=O)O)CS1.[Mn+2],2.27
NCC(=O)O.[H+],9.62
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1.[Zn+2],4.79
CC(=O)O.[Zn+2],0.86
NCc1ccccn1.[Ga+3],8.4
Cc1cc(C)[nH]c(=S)n1.[Zn+2],4.35
NC(CO)C(=O)O.[H+],8.75
CC(N[C@@H](C)C(=O)O)C(=O)O.[H+],9.38
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cu+2],17.33
NC(CC(=O)O)C(=O)O.[H+],9.388
NC(=O)CC(N)C(=O)O.[Cu+2],7.849
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O.[H+],5.77
CN(CC(=O)O)CC(=O)O.[Fe+2],6.71
CCC(N)C(=O)O.[H+],9.965
c1ccc(-c2ccccn2)nc1.[H+],4.4
CC(NC(=O)CN)C(=O)O.[H+],8.21
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Mg+2],6.385
O=[N+]([O-])c1ccc(O)c(O)c1.[Fe+2],14.72
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCOCC1.[Pb+2],17.032
O=C(O)C(=O)O.[Cd+2],2.78
CC(O)(P(=O)(O)O)P(=O)(O)O.[Mg+2],6.4
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Zn+2],2.79
CC(=O)OCC(=O)O.[H+],2.81
NCC(=O)O.[Zn+2],4.96
[F-].[H+],3.28
O=[N+]([O-])c1ccc(O)cc1.[Fe+3],5.74
NCCN.[Ni+2],7.59
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Ca+2],6.28
c1ccc(-c2ccccn2)nc1.[H+],4.44
O=C(O)CN(CC(=O)O)c1ccccc1N(CC(=O)O)CC(=O)O.[H+],6.64
CC(O)C(N)C(=O)O.[Co+2],4.38
O=C(O)CO.[Gd+3],6.18
O=C(O)CN1CCNCCN(CC(=O)O)CC1.[Cd+2],13.37
O=C(O)CN(CC(=O)O)CC(=O)O.[Ho+3],11.7
CCC(=O)O.[H+],4.87
O=C(O)c1cc(O)c(O)c(O)c1.[Fe+3],22.28
NC(=O)C(N)c1ccccc1.[H+],12.52
O=c1cc(CO)oc(CO)c1O.[Pr+3],5.63
Nc1ccccn1.[Ba+2],-0.29
O=C(O)CCCC(=O)O.[H+],5.03
NC(Cc1cnc[nH]1)C(=O)O.[H+],9.09
O=C(O)c1ccccc1N=Cc1ccco1.[Co+2],3.68
O=C(O)c1ccccc1C(=O)O.[Be+2],3.17
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Cu+2],15.82
NCCN(CCN)CCCN(CCN)CCN.[H+],10.24
NC(CCC(=O)O)C(=O)O.[H+],9.5
O=[N+]([O-])[O-].[Hf+4],0.92
OCCN(CCO)[C@@H]1CCCC[C@H]1O.[Zn+2],2.78
O=P(O)(CNCc1ccccn1)c1ccccc1O.[Cu+2],6.8
O=C(O)c1cccc(C(=O)O)c1C(=O)O.[Cd+2],2.39
O=C(O)CO.[Sm+3],3.96
CC(=O)NO.[Fe+3],11.35
COc1ccccc1N.[H+],4.59
NCCc1nnn[nH]1.[Co+2],6.82
Nc1cc(S(=O)(=O)O)cc(C(=O)O)c1O.[Dy+3],8.43
O=C(O)C(CS)NCCNC(CS)C(=O)O.[H+],11.14
CSC[C@H](N)C(=O)NCC(=O)O.[H+],7.11
O=[N+]([O-])[O-].[Be+2],-0.6
O=C(O)CNCC(=O)O.[Al+3],8.62
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[Co+2],6.47
O=P(O)(O)C(NCc1ccccc1)c1ccccc1.[Be+2],8
CC(O)CC(=O)O.[H+],4.53
O=C(O)C(=O)O.[Eu+3],5.6
CC(CO)N(CC(=O)O)CC(=O)O.[Ni+2],9.85
O=S(=O)(O)CC(O)CNC(CO)(CO)CO.[Zn+2],3.78
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],4.91
N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)C(=O)O.[H+],9.29
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Sm+3],14.44
O=C(O)CCC(=O)O.[H+],5.24
O=P(O)(O)CCl.[Co+2],1.89
O=S(=O)(O)c1ccc(O)c2ncccc12.[Cu+2],12.16
CNCC(N)=NO.[Cu+2],8.108
O=C(O)c1cccc[n+]1[O-].[Mn+2],2.88
c1ccncc1.[H+],5.26
O=c1cc(CO)occ1O.[Ni+2],5.01
NC(Cc1ccc(O)cc1)C(=O)O.[Cd+2],4.415
O=C(O)CN(CCO)CC(=O)O.[Cd+2],7.12
NC(Cc1cnc[nH]1)C(=O)O.[Co+2],6.71
CC(C)CC(=O)O.[Zn+2],0.96
O=P(O)(CNCc1ccncc1)c1ccccc1O.[Cu+2],6.85
NC(CC(=O)O)C(=O)O.[Gd+3],5.74
CCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](C)C(N)=O.[H+],10.51
O=P(O)(O)CN1CCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCCN(CP(=O)(O)O)CC1.[H+],13.5
COCC(=O)O.[Lu+3],2.09
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.[Co+2],3.83
N[C@H](CCCN1CCC[C@H]1C(=O)O)C(=O)O.[Fe+2],5.6
O=P([O-])([O-])[O-].[H+],10.85
O=C(O)/C=C\C(=O)O.[Pr+3],2.81
O=C(O)CC(=O)O.[H+],5.22
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O.[H+],6.07
O=C(O)CN[C@@H](CC(=O)O)C(=O)O.[Fe+2],7.66
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O.[Eu+3],1.6
N[C@@H](Cc1ccc(F)cc1)C(=O)O.[Cu+2],7.403
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O.[Ca+2],6.17
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ni+2],5.21
C1CNCCCNCCCNC1.[Zn+2],8.75
Nc1ccccc1N.[Cu+2],4.92
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[H+],11.67
N#C[S-].[Bi+3],1.7
Brc1ccncc1.[Co+2],1.03
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Pb+2],19.5
c1ccc(-c2ccccn2)nc1.[H+],4.41
O=C(O)CCCCC1SCC2NC(=O)NC21.[Mg+2],-1
CSCCC(NC(=O)CN)C(=O)O.[H+],8.22
O=C(O)CN(Cc1ccccn1)Cc1ccccn1.[Zn+2],9.08
O=C(O)CNc1ccc2ccccc2c1.[Cu+2],5.48
O=[N+]([O-])[O-].[Eu+3],0.12
CC(C)[C@H](N)C(N)=O.[H+],7.72
O=[N+]([O-])c1cccc(O)c1.[H+],8.18
Cc1nnc(N)s1.[Cd+2],1.18
NC(Cc1cnc[nH]1)C(=O)O.[Mn+2],3.91
Cc1ccncc1C.[Zn+2],1.43
OCCS.[H+],9.412
NCCCN(CCCN)CCN(CCCN)CCCN.[Ni+2],12.23
C[C@H](N)C(N)=O.[Ni+2],3.18
CC1CC(C)(C)NCCCNCCCN1.[Zn+2],7.68
CC(O)CC(=O)O.[Co+2],0.75
CC(N)CN.[Co+2],6.41
C[C@H](O)C(=O)O.[Cu+2],2.54
NCCN.[Zn+2],6
NC(=O)CC(N)C(=O)O.[Gd+3],3.85
O=C(O)CCSCCC(=O)O.[Co+2],3.17
Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.[H+],8.11
CC(C)C(N)C(=O)O.[H+],9.573
O=C(O)c1cccc2cccnc12.[Nd+3],2.55
O=C(O)C(=O)O.[Ni+2],3.83
CCCCC1CNCCNCCCNCCNC1.[Co+2],10.15
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Ni+2],4.8
O=C(O)c1ccccc1O.[Cu+2],10.133
O=C(O)CC(OC(C(=O)O)C(OC(CC(=O)O)C(=O)O)C(=O)O)C(=O)O.[Ca+2],6.82
[F-].[Lu+3],3.33
Oc1ccc(N=Nc2ccccn2)c(O)c1.[Yb+3],10.7
NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O.[Ca+2],3.22
O=C(O)CSCC(=O)O.[Ce+3],2.66
CC(N)C(=O)O.[Ni+2],5.22
CC(C)(S)[C@@H](N)C(=O)O.[Cu+],11.89
O=C(O)CN1CCN(CCCO)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Cu+2],24.19
c1ccncc1.[Cd+2],2.24
CN(C)CCNC(=O)CCN(CCC(=O)NCCN(C)C)Cc1ccccc1.[H+],8.823
NCC(O)c1ccc(O)c(O)c1.[Cu+2],14.24
O=C(O)CN(CC(=O)O)CC(=O)O.[Pb+2],11.4
N#CCN(CC(=O)O)CC(=O)O.[Hg+2],2.77
O=C(O)COCCOCC(=O)O.[Th+4],6.86
CN(C)CCc1cnc[nH]1.[H+],9.33
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[H+],6.88
CC(O)C(N)C(=O)O.[H+],9.52
O=C(O)C1(C(=O)O)CCC1.[Fe+3],7.46
CCC(N)C(=O)O.[Co+2],4.16
O=P(O)(O)Cc1ccccc1NCCNc1ccccc1CP(=O)(O)O.[Cu+2],18.5
NC(=O)CC(N)C(=O)O.[Zn+2],4.43
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1.[Co+2],1.87
O=P(O)(CNCc1cccnc1)c1ccccc1O.[Ni+2],6.4
O=S([O-])([O-])=S.[Ni+2],0.78
O=C(O)CNCCNCCNCC(=O)O.[Cu+2],19.16
C1COCCNCCSCCSCCN1.[Zn+2],4.43
NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CN)C(=O)O.[H+],10.09
NCCc1cccc(CCN)n1.[H+],10.34
O=C(O)/C=C\C(=O)O.[Ce+3],4.35
Nc1ccn(CCOCP(=O)(O)O)c(=O)n1.[Co+2],2.3
CC(C)(O)C(=O)O.[H+],3.76
NC(Cc1cnc[nH]1)C(=O)O.[Cd+2],5.65
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3],13.14
O=C(O)CO.[Ce+3],2.84
CCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Mg+2],10.5
c1cnc2c(c1)ccc1cccnc12.[H+],4.86
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ca+2],3.88
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1.[Gd+3],5.63
O=c1[nH]c(=S)ccn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Cd+2],4.76
NC(=O)CC[C@H](N)C(=O)O.[Mn+2],2.94
O=C(O)Cc1ccccc1.[Sm+3],2.13
CN1CCCN(CCO)CCN(CCO)CCCN(C)CC1.[Co+2],8.3
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Cu+2],2.71
NCCN.[H+],9.94
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Am+3],17
NC(CC(=O)O)c1ccccc1.[H+],8.73
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],5.056
NC1C(O)OC(CO)C(O)C1O.[Cu+2],5.17
O=C(O)C(O)c1ccccc1.[Co+2],2.36
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Al+3],5.62
CCNCCNCC.[Cu+2],9.3
CCc1ccccc1N.[H+],9.99
CC(=O)CP(=O)(O)O.[Mg+2],1.73
O=C(O)c1ccc(O)c(O)c1.[Nd+3],8.53
NCCc1cnc[nH]1.[Zn+2],5.25
Cn1ccc(C(=O)NCCN(CCNC(=O)c2ccccc2O)CCNC(=O)c2ccn(C)c(=O)c2O)c(O)c1=O.[Gd+3],17.3
CCCN(CC(=O)O)CC(=O)O.[Ni+2],8.78
COP(O)(O)=S.[Pb+2],4.78
O=C(O)CNCCNCC(=O)O.[Co+2],11.2
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Sm+3],21.51
C=CCC(C(=O)O)C(=O)O.[Nd+3],3.57
O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O.[Zn+2],4.48
NCC(=O)O.[Sm+3],5.14
O=C(O)CN(CCO)CC(=O)O.[Cr+2],7.73
NC(CC(=O)O)C(=O)O.[H+],9.96
O=C(CN(CC(=O)NO)CC(=O)NO)NO.[Co+2],13.01
Cc1cc(N)n[nH]1.[H+],4.9
O=C(O)COC(CC(=O)O)C(=O)O.[La+3],5.72
O=P(O)(CC1NCCCNCCNCCCN(CP(=O)(O)c2ccccc2)C1(CP(=O)(O)c1ccccc1)CP(=O)(O)c1ccccc1)c1ccccc1.[Cu+2],17.19
NCCc1cnc[nH]1.[Co+2],5.16
O=C1CC(=O)NC(=S)N1.[H+],10.531
Oc1ccccc1O.[Mn+2],7.52
O=C(O)c1cccc(O)c1O.[Sc+3],21.36
NC(Cc1c[nH]c2ccccc12)C(=O)O.[H+],9.03
O=C(O)CO.[Zn+2],1.79
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O.[Ce+3],11.28
NCC(=O)O.[Ni+2],5.65
CO[P+](=O)O.[Ca+2],1.64
CCSCCC(N)C(=O)O.[Ag+],5.25
O=C(O)CN(CC(=O)O)CC(=O)O.[Dy+3],11.54
NC(CC(=O)O)C(=O)O.[Cu+2],8.76
NCCC(=O)O.[H+],10.098
Cn1[nH]nnc1=S.[H+],3.28
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1.[Y+3],4.49
O=[Se](O)O.[Co+3],0.53
CC(N)C(=O)O.[Ni+2],5.35
NCC(=O)O.[Co+2],4.86
O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O.[Ba+2],1.17
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],5.69
O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O.[Ca+2],7.2
CC(C)CN.[Ag+],3.97
c1ccc2c(c1)OCCN1CCOCCOCCN(CCOCCOCC1)CCO2.[Ba+2],7.6
CC(C)C(N)C(=O)O.[Cu+2],7.98
Cc1c(O)c(=O)ccn1C.[V+4],11.75
NC(=O)NN(CC(=O)O)CC(=O)O.[Cu+2],8.4
N#C[S-].[Zn+2],-0.14
O=C(O)C1CCC(C(=O)O)CC1.[Gd+3],4.35
O=S(=O)([O-])[O-].[Co+3],1.34
NCCNCCN.[Zn+2],8.9
Nc1nc(=O)c2[nH]cnc2[nH]1.[Zn+2],8.54
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tl+],3.9
CNc1ccccc1.[Ag+],1
O=C(O)CN(CC(=O)O)CC(=O)O.[Ga+3],16.2
CC(C)CC(N)C(=O)O.[Pr+3],5.52
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pb+2],13.04
CC(C)C(N)C(=O)O.[Zn+2],4.53
CN(Cc1cc(CN(C)C(=O)c2ccc(S(=O)(=O)O)c(O)c2O)cc(CN(C)C(=O)c2ccc(S(=O)(=O)O)c(O)c2O)c1)C(=O)c1ccc(S(=O)(=O)O)c(O)c1O.[Fe+3],40.6
NC(=O)CN(CC(=O)O)CC(=O)O.[Ce+3],6.77
O=C(O)[C@@H](O)[C@H](O)C(=O)O.[H+],3.86
OCCN(CCc1ccccn1)CCc1ccccn1.[H+],7.71
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Dy+3],3.28
CC(N)C(=O)O.[Dy+3],4.8
OCCCN1CCNCCNCCNCC1.[H+],10.56
OCCN1CCN(CCO)CCN(CCO)CCN(CCO)CC1.[H+],9.78
O=C(O)CNCC(=O)O.[Fe+3],10.72
CC(O)CC(=O)O.[Pb+2],2.09
CC(NC(C(=O)O)C(=O)O)C(C)NC(C(=O)O)C(=O)O.[Cu+2],18.6
O=C(O)CN(CC(=O)O)CC(=O)O.[Lu+3],12.12
Cc1occc(=O)c1O.[Ni+2],5.48
O=C1CC(=O)NC(=S)N1.[Zn+2],6.74
CSCCSCCCSCCSC.[Cu+],13.1
Nc1cccc2cccnc12.[Co+2],2.66
O=C(O)CNCP(=O)(O)O.[Ni+2],11.61
CC(O)(C(=O)O)c1ccccc1.[Sm+3],2.57
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Cu+2],8.09
[F-].[Zn+2],0.77
Cc1ncc(CO)c(C=O)c1O.[H+],8.5
CC(=O)O.[Nd+3],2.22
CCCCC(NC(=O)CN)C(=O)O.[Cu+2],5.3
Cc1nc(C)c(C)[nH]1.[H+],4.82
NC(C(=O)O)c1ccccc1.[Cu+2],7.45
CCOC(C)n1cnc2cncnc21.[H+],2.23
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[La+3],2.89
CSCCC(N)C(=O)O.[Co+2],4.12
O=C(O)c1ccc(I)cc1O.[H+],11.9
CCSCC(N)C(=O)O.[H+],8.87
c1cnc2c(c1)ccc1cccnc12.[H+],4.96
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],3.51
NC(CC(=O)O)C(=O)O.[Fe+2],4.34
O=C(O)c1ccc(O)cc1.[H+],9.14
O=C(O)CNCP(=O)(O)O.[H+],10.06
NC(CCC(=O)O)C(=O)O.[Pb+2],4.6
CC(=O)CC(C)=O.[Mg+2],3.27
NCC(CN)(CN)CN.[H+],9.89
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Ca+2],3.55
O=C(O)CNCP(=O)(O)O.[Mg+2],3.25
NCC(=O)NCC(=O)O.[H+],8.31
O=C1CCNCCNCCCNCCN1.[Cu+2],13.95
Cc1c(O)c(=O)ccn1C.[Fe+3],15.1
Nc1cc(S(=O)(=O)O)ccc1CC(=O)O.[Cu+2],7.45
NN.[Zn+2],3.69
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[La+3],13.22
O=C(O)CC(=O)O.[H+],5.09
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Co+2],2.19
C[N+](CCCN(CC(=O)O)CC(=O)O)(CCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Tm+3],9.69
CC(C)C[C@H](NC(=O)[C@H](N)C(C)C)C(=O)O.[Co+2],2.33
CCC(N)CN.[Ni+2],7.29
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O.[Na+],3.48
O=C(O)C(O)c1ccccc1.[H+],3.488
[Cl-].[Cd+2],1.54
NCCNCCNCCNCCN.[Cu+2],22.8
NCCCC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O.[H+],9.71
NC(CC(=O)O)C(=O)O.[Er+3],6.08
NC(CO)(CO)CO.[H+],8.2
CC(C)C(N)C(=O)O.[Cu+2],7.84
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Co+2],18.92
[F-].[Th+4],8.08
N[C@@H](CCC(=O)O)C(O)=S.[Ni+2],6.4
NNC(N)=S.[Co+2],1.14
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1.[Gd+3],13.37
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1.[H+],11.816
NCCc1cnc[nH]1.[H+],9.85
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[Cu+2],7.61
O=C(O)CCCCC(=O)O.[Cd+2],1.35
CC(N)C(=O)NCC(=O)O.[H+],8.35
Nc1cccnc1.[H+],6.21
Cn1cnc2c(N)ncnc21.[H+],3.88
c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1.[Hg+2],17.15
OCCN1CCCNCCNCCCNCC1.[Cd+2],8.2
O=P(O)(O)CCCCCCP(=O)(O)O.[Al+3],14.66
CCOC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NCc1ccccc1.[H+],10.72
CC(C)C(N)C(=O)O.[Cu+2],8.14
CC(=O)O.[Cd+2],1.52
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],5.82
NCCN.[H+],9.68
O=C(O)c1ccccc1C(=O)O.[Sn+4],2.85
OCc1ccncc1.[H+],5.13
O=C(O)CN(CC(=O)O)C1C(=O)NC(=O)NC1=O.[Ca+2],8.15
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O.[H+],7.16
NCC(=O)NCC(=O)O.[Fe+3],9.1
CC(CC(=O)O)C(=O)O.[Sm+3],3.41
NCC(=O)O.[Nd+3],4.5
Cc1nsc(N)n1.[Co+2],0.51
CC(=O)O.[Nd+3],2.07
OC[C@H]1O[C@@H](n2cnc3c2ncn2ccnc32)[C@H](O)[C@@H]1O.[Cu+2],2.81
O=Cc1cccc(Cl)c1O.[Zn+2],2.39
O=C(O)c1nn[nH]c1C(=O)O.[Na+],1.33
NC(=O)CCN1CCCN(CCC(N)=O)CCN(CCC(N)=O)CCCN(CCC(N)=O)CC1.[H+],9.289
O=S(=O)(O)CC(O)CN1CCOCC1.[H+],6.929
CN1CCC[C@H]1c1cccnc1.[H+],8.07
O=C(O)CCCCCCC(=O)O.[H+],4.83
NC(CO)C(=O)O.[Th+4],7.91
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[H+],8.86
O=C(O)C1CSC(c2ccccc2)N1.[Co+2],7.3
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],5.771
N#C[S-].[Cm+3],0.62
CC(=O)/C(C)=N/O.[Cu+2],6.09
CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12.[H+],4.35
CCC(=O)O.[Er+3],1.94
O=[N+]([O-])c1ccc(O)c(O)c1.[Ni+2],7.89
O=C(/C=C/c1cccs1)c1cc(F)ccc1O.[Nd+3],5.16
O=C(CC(=O)c1ccccc1)c1ccccc1.[Eu+3],7.55
[F-].[Ce+3],3.86
NCCN(CCN)CCO.[H+],9.59
O=C(O)CN(CC(=O)O)Cc1ccccc1O.[Nd+3],12.46
O=C(O)CNCC(=O)O.[Sc+3],9.85
C=Cn1ccnc1.[Cd+2],2.3
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCOCCOCC1.[Pb+2],13.67
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3],9.77
O=C(O)CN(CCO)CCO.[H+],8.2
NC(CO)CSCCCCSCC(N)CO.[H+],9.84
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],5.38
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1.[Dy+3],11.55
C(CCN1CCNCCNCC1)CN1CCNCCNCC1.[Zn+2],17.76
NC(CO)C(=O)O.[H+],9.3
N#C[S-].[Tl+],0.19
C1CNCCSCCNC1.[Ni+2],10.1
O=C(O)CN[C@@H](CC(=O)O)C(=O)O.[H+],9.65
c1ccc(CNCCNCCNCc2ccccn2)nc1.[Ni+2],19.2
O=C(O)CN(CC(=O)O)c1ccccc1.[H+],5.02
[Cl-].[Pb+2],0.96
N.[Ba+2],-0.15
NN.[H+],8.01
O=C(O)CP(=O)(O)O.[Mg+2],4.5
C1CCNCCCNCCCNCCCNC1.[H+],10.23
NC(=O)CC(N)C(=O)O.[Co+2],4.37
[O-][Br](=O)=O.[Li+],-0.77
CC(N)C(=O)NCC(=O)O.[Sn+4],6.8
C1CCNCCCNCCCNC1.[H+],9.79
CC(C(=O)O)C(=O)O.[Zn+2],2.55
OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O.[Mg+2],-0.04
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O.[Ho+3],13.26
N#C[S-].[Eu+3],0.7
NCCNCCO.[H+],9.52
Nc1ccc(SCC(=O)O)cc1.[Zn+2],3.65
Cc1ncc([N+](=O)[O-])n1CCO.[H+],2.68
O=C(O)CNCC(=O)O.[H+],9.35
NC(CO)C(=O)O.[H+],9.12
CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O.[Cu+2],5.68
Cc1nccn1C.[Co+2],1.13
