Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ04334,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)CCCN3CCOCC3)c(F)c2)nc1C,499.61,3.35,88.52,0,7,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418A50>,False,False
TRZ04335,Cc1nnc(-c2ccc(CN(c3cccnc3)S(C)(=O)=O)cc2F)nc1C,387.44,2.66,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418AC0>,False,False
TRZ04336,Cc1nnc(-c2ccc(CN(c3ccc(F)cc3)S(C)(=O)=O)c(F)c2)nc1C,404.44,3.4,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418B30>,False,False
TRZ04337,COc1cccc(N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)S(C)(=O)=O)c1,416.48,3.27,85.28,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418BA0>,False,False
TRZ04338,Cc1ccccc1N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)S(C)(=O)=O,400.48,3.57,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418C10>,False,False
TRZ04339,CCN1CCC(S(=O)(=O)N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)c2ccccc2)CC1,483.61,4.12,79.29,0,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418C80>,False,False
TRZ04340,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc2c1cnn2C,454.53,3.54,93.87,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418CF0>,False,False
TRZ04341,Cc1nnc(-c2ccc(CN(Cc3ccccn3)S(C)(=O)=O)c(F)c2)nc1C,401.47,2.65,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418D60>,False,False
TRZ04342,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cn1)c1ccc(F)c(F)c1,419.46,3.18,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418DD0>,False,False
TRZ04343,Cc1cccc(N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)S(C)(=O)=O)c1,400.48,3.57,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418E40>,False,False
TRZ04344,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cn1)c1ccc(C)c(F)c1,415.49,3.35,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418EB0>,False,False
TRZ04345,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cn1)c1ccc(F)c(Cl)c1,435.91,3.7,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418F20>,False,False
TRZ04346,Cc1nnc(-c2ccc(CN(c3ccc(F)c(Cl)c3)S(C)(=O)=O)nc2)nc1C,421.89,3.31,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A418F90>,False,False
TRZ04348,Cc1nnc(-c2ccc(CN(c3cncc(F)c3)S(C)(=O)=O)c(F)c2)nc1C,405.43,2.79,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419000>,False,False
TRZ04349,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)C3CCN(C)CC3)c(F)c2)nc1C,469.59,3.73,79.29,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419070>,False,False
TRZ04351,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)CCCN3CC[C@H](F)C3)cc2)nc1C,483.61,3.93,79.29,0,6,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4190E0>,False,False
TRZ04353,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cn1)c1ccc(F)c(C)c1,415.49,3.35,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419150>,False,False
TRZ04354,Cc1nnc(-c2ccc(CN(c3cccc(C(F)(F)F)c3)S(C)(=O)=O)c(F)c2)nc1C,454.45,4.28,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4191C0>,False,False
TRZ04355,COc1ccc(N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)S(C)(=O)=O)cc1,416.48,3.27,85.28,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419230>,False,False
TRZ04356,Cc1nnc(-c2ccc(CN(c3cccc(F)c3)S(C)(=O)=O)c(F)c2)nc1C,404.44,3.4,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4192A0>,False,False
TRZ04357,Cc1nnc(-c2ccc(CN(c3ccccc3)S(C)(=O)=O)cc2F)nc1C,386.45,3.26,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419310>,False,False
TRZ04358,Cc1nnc(-c2ccc(CN(c3ccc4c(c3)OCO4)S(C)(=O)=O)c(F)c2)nc1C,430.46,2.99,94.51,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419380>,False,False
TRZ04361,Cc1nnc(-c2ccc(CN(c3ccc(C(F)(F)F)cc3)S(C)(=O)=O)c(F)c2)nc1C,454.45,4.28,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4193F0>,False,False
TRZ04362,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc2cnn(C)c12,454.53,3.54,93.87,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419460>,False,False
TRZ04363,Cc1nnc(-c2ccc(CN(c3cccc(Br)c3)S(C)(=O)=O)c(F)c2)nc1C,465.35,4.02,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4194D0>,False,False
TRZ04369,Cc1nnc(-c2cccc(OC(F)(F)F)n2)nc1C,270.21,2.45,60.79,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419540>,False,False
TRZ04370,C=NC=N/C=C(\C)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)S(C)(=O)=O,404.47,2.65,100.77,0,6,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4195B0>,False,False
TRZ04371,Cc1nnc(-c2ccc(CN(C(=O)c3ccncc3)c3ccccc3)c(F)c2)nc1C,413.46,4.54,71.87,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419620>,False,False
TRZ04372,Cc1nnc(-c2ccc(CN(C(=O)C3CN(C(=O)OC(C)(C)C)C3)c3ccccc3)c(F)c2)nc1C,491.57,4.69,88.52,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419690>,False,False
TRZ04373,CC(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1ccccc1,350.4,3.85,58.98,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419700>,False,False
TRZ04375,CC(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc(F)c1,368.39,3.99,58.98,0,4,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419770>,False,False
TRZ04376,CCC(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc(F)c1,382.41,4.38,58.98,0,4,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4197E0>,False,False
TRZ04377,Cc1nnc(-c2ccc(CN(C(=O)c3cccnc3)c3cccc(F)c3)nc2)nc1C,414.44,3.93,84.76,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419850>,False,False
TRZ04378,Cc1nnc(-c2ccc(CN(C(=O)c3ccncc3)c3cccc(F)c3)nc2)nc1C,414.44,3.93,84.76,0,6,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4198C0>,False,False
TRZ04379,CCN1CCC(C(=O)N(Cc2ccc(-c3nnc(C)c(C)n3)cn2)c2cccc(F)c2)CC1,448.55,3.95,75.11,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419930>,False,False
TRZ04383,Cc1nnc(-c2ccc(CN(C(=O)C3CCN(C)CC3)c3cccc(F)c3)nc2)nc1C,434.52,3.56,75.11,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A4199A0>,False,False
TRZ04384,Cc1nnc(-c2ccc(CN(C(=O)c3ccncc3)c3cccc(F)c3)c(F)c2)nc1C,431.45,4.68,71.87,0,5,5,4,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419A10>,False,False
TRZ04385,CCCC(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc(F)c1,396.44,4.77,58.98,0,4,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419A80>,False,False
TRZ04388,C=C(C)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1ccccc1,348.43,4.83,41.91,0,4,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419AF0>,False,False
TRZ04389,CCc1nc(F)c(-c2nnc(C)c(C)n2)c(F)c1F,268.24,2.53,51.56,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419B60>,False,False
TRZ04390,Cc1nnc(-c2ccc(NCc3cccc(OC(F)(F)F)c3)nc2)nc1C,375.35,4.06,72.82,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419BD0>,False,False
TRZ04393,Cc1nnc(C(CCCCl)c2ccc(F)cc2Cl)nc1C,328.22,4.43,38.67,0,3,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419C40>,False,False
TRZ04394,CCS(=O)(=O)c1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,346.33,2.36,85.7,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419CB0>,False,False
TRZ04395,CCSc1cc(C(F)(F)F)ccc1-c1nnc(C)c(C)n1,313.35,4.29,38.67,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419D20>,False,False
TRZ04396,Cc1nnc(CN(C)CCN(C)Cc2cccc(C(F)(F)F)c2)nc1C,367.42,3.07,45.15,0,5,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419D90>,False,False
TRZ04397,Cc1nnc(-c2cnc(NC3(c4cccc(C(F)(F)F)c4)CC3)nc2)nc1C,386.38,4.07,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419E00>,False,False
TRZ04398,Cc1nnc(-c2cnc(NC3(c4cc(F)cc(F)c4)CC3)nc2)nc1C,354.36,3.32,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419E70>,False,False
TRZ04399,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(F)c4)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419EE0>,False,False
TRZ04400,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4F)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419F50>,False,False
TRZ04401,Cc1nnc(-c2cnc(NC3(c4cccc(F)c4F)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A419FC0>,False,False
TRZ04402,Cc1nnc(-c2cnc(NC3(c4ccc(C(F)(F)F)cc4)CCC3)nc2)nc1C,400.41,4.46,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A030>,False,False
TRZ04403,Cc1nnc(-c2cnc(NC3(c4ccc(C(F)(F)F)cc4)CC3)nc2)nc1C,386.38,4.07,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A0A0>,False,False
TRZ04404,Cc1nnc(-c2cnc(NC3(c4cc(F)ccc4F)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A110>,False,False
TRZ04405,Cc1nnc(-c2cnc(NC3(c4ccccc4F)CCC3)nc2)nc1C,350.4,3.58,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A180>,False,False
TRZ04406,Cc1nnc(-c2cnc(NC3(c4ccccc4OC(F)(F)F)CCC3)nc2)nc1C,416.41,4.34,85.71,1,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A1F0>,False,False
TRZ04407,Cc1nnc(-c2cnc(NC3(c4cc(F)cc(F)c4)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A260>,False,False
TRZ04408,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(N5CCOCC5)c4)CCC3)nc2)nc1C,435.51,3.41,88.95,1,8,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A2D0>,False,False
TRZ04409,Cc1nnc(-c2cnc(NC3(c4ccccc4C(F)(F)F)CCC3)nc2)nc1C,400.41,4.46,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A340>,False,False
TRZ04410,Cc1nnc(-c2cnc(NC3(c4cccc(Cl)c4F)CCC3)nc2)nc1C,384.85,4.23,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A3B0>,False,False
TRZ04411,Cc1nnc(-c2cnc(NC3(c4cc(Cl)ccc4F)CCC3)nc2)nc1C,384.85,4.23,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A420>,False,False
TRZ04412,Cc1nnc(-c2cnc(NC3(c4ccc(Cl)cc4F)CC3)nc2)nc1C,370.82,3.84,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A490>,False,False
TRZ04413,Cc1nnc(-c2cnc(NC3(c4cccc(C(F)(F)F)c4)CCC3)nc2)nc1C,400.41,4.46,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A500>,False,False
TRZ04414,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4Cl)CCC3)nc2)nc1C,384.85,4.23,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A570>,False,False
TRZ04415,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(F)c4)CC3)nc2)nc1C,354.36,3.32,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A5E0>,False,False
TRZ04416,Cc1nnc(-c2cnc(NC3(c4cccc(F)c4)CC3)nc2)nc1C,336.37,3.19,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A650>,False,False
TRZ04417,Cc1nnc(-c2cnc(NC3(c4ccc(Cl)c(F)c4)CC3)nc2)nc1C,370.82,3.84,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A6C0>,False,False
TRZ04418,Cc1nnc(-c2cnc(NC3(c4cccc(F)c4)CCC3)nc2)nc1C,350.4,3.58,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A730>,False,False
TRZ04419,Cc1nnc(-c2cnc(NC3(c4c(F)cccc4F)CCC3)nc2)nc1C,368.39,3.71,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A7A0>,False,False
TRZ04420,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4F)CC3)nc2)nc1C,354.36,3.32,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A810>,False,False
TRZ04421,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4)CC3)nc2)nc1C,336.37,3.19,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A880>,False,False
TRZ04422,Cc1nnc(-c2cnc(NC3(c4ccc(F)cc4)CCC3)nc2)nc1C,350.4,3.58,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A8F0>,False,False
TRZ04423,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(Cl)c4)CCC3)nc2)nc1C,384.85,4.23,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A960>,False,False
TRZ04424,Cc1nnc(-c2cnc(NC3(c4cc(F)c(F)cc4F)CCC3)nc2)nc1C,386.38,3.85,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41A9D0>,False,False
TRZ04425,Cc1nnc(-c2cnc(NC3(c4cc(F)ccc4Cl)CCC3)nc2)nc1C,384.85,4.23,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AA40>,False,False
TRZ04426,Cc1nnc(-c2cnc(NC3(c4ccc(F)c(Cl)c4)CC3)nc2)nc1C,370.82,3.84,76.48,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AAB0>,False,False
TRZ04427,Cc1nnc(-c2cnc(NC3(c4ccc(OC(F)(F)F)cc4)CCC3)nc2)nc1C,416.41,4.34,85.71,1,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AB20>,False,False
TRZ04428,Cc1nnc(C2C=NC(NC3(c4ccc(Cl)c(F)c4)CC3)=NC2)nc1C,372.84,3.08,75.42,1,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AB90>,False,False
TRZ04429,Cc1nnc(-c2c(Cl)cccc2C2(C(F)(F)F)CC2)nc1C,327.74,4.4,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AC00>,False,False
TRZ04430,Cc1nnc(C2CC=C(c3cccc(F)c3C)CC2)nc1C,297.38,4.29,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AC70>,False,False
TRZ04431,COC(=O)C1CN(CCc2nnc(C)c(C)n2)C[C@H]1c1ccc(F)cc1F,376.41,2.2,68.21,0,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41ACE0>,False,False
TRZ04432,Cc1nnc(-c2cscc2-c2ccc(F)c(Cl)c2)nc1C,319.79,4.68,38.67,0,4,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AD50>,False,False
TRZ04433,Cc1nnc(-c2c(-c3ccc(F)c(Cl)c3)csc2N)nc1C,334.81,4.26,64.69,1,5,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41ADC0>,False,False
TRZ04434,Cc1nnc(C2(C(=O)Nc3ccc(F)cc3)CC2)nc1C,286.31,2.3,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AE30>,False,False
TRZ04435,Cc1nnc(CC(=O)N(C)c2ccc(F)cc2)nc1C,274.3,1.83,58.98,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AEA0>,False,False
TRZ04436,Cc1nnc(C2(C(=O)N(C)c3ccccc3F)CC2)nc1C,300.34,2.32,58.98,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AF10>,False,False
TRZ04437,Cc1nnc(CC(=O)Nc2cccc(F)c2)nc1C,260.27,1.81,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AF80>,False,False
TRZ04438,Cc1nnc(-c2ccnc(Cl)c2F)nc1C,238.65,2.34,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41AFF0>,False,False
TRZ04439,Cc1nnc(-c2ccnc(OCC(F)(F)F)c2Cl)nc1C,318.69,3.14,60.79,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B060>,False,False
TRZ04440,Cc1ncc(-c2nnc(C)c(C)n2)cc1F,218.23,2.0,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B0D0>,False,False
TRZ04441,Cc1nnc(C(O)c2ccc(F)cc2)nc1C,233.25,1.71,58.9,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B140>,False,False
TRZ04442,Cc1nnc(-c2c(F)ccc(O)c2O)nc1C,235.22,1.71,79.13,2,5,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B1B0>,False,False
TRZ04443,Cc1nnc(-c2cc(N)c(Cl)cc2F)nc1C,252.68,2.53,64.69,1,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B220>,False,False
TRZ04444,COc1cccc2c(N3CC=CC4=C3CN(C(Cc3nnc(C)c(C)n3)C(F)F)C4)nc(N)nc12,480.52,2.84,106.18,1,9,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B290>,False,False
TRZ04446,Cc1nnc(-c2ccc(C(=O)C(F)(F)C(C)F)cc2C(F)(F)F)nc1C,377.29,4.35,55.74,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B300>,False,False
TRZ04447,Cc1nnc(-c2ccc(C(=O)CCC(F)(F)F)cc2C(F)(F)F)nc1C,377.29,4.7,55.74,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B370>,False,False
TRZ04448,Cc1nnc(-c2ccc(C(=O)C(F)C(F)CF)cc2C(F)(F)F)nc1C,377.29,4.0,55.74,0,4,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B3E0>,False,False
TRZ04450,Cc1nnc(Cc2cc(F)cc(C#N)c2)nc1C,242.26,2.09,62.46,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B450>,False,False
TRZ04452,C=C(/C=C\c1ncccc1C)C(F)(F)c1nnc(C)c(C)n1,302.33,3.55,51.56,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B4C0>,False,False
TRZ04454,Cc1nnc(-c2cc(-c3ccc(OC(F)(F)F)cc3)cc(NC(=O)C3CC3)n2)nc1C,429.4,4.46,89.89,1,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B530>,False,False
TRZ04455,Cc1nnc(-c2ccccc2-c2noc(C(F)(F)F)n2)nc1C,321.26,3.22,77.59,0,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B5A0>,False,False
TRZ04456,Cc1nnc(C(F)c2ccccc2)nc1C,217.25,2.55,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B610>,False,False
TRZ04457,Cc1nnc(-c2nc(Cl)ccc2F)nc1C,238.65,2.34,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B680>,False,False
TRZ04458,Cc1nnc(-c2c(F)cccc2C=O)nc1C,231.23,2.11,55.74,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B6F0>,False,False
TRZ04459,COc1cc(-c2nnc(C)c(C)n2)c(F)cc1Br,312.14,3.07,47.9,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B760>,False,False
TRZ04460,Cc1nnc(C(F)(F)c2ccc(Br)cc2)nc1C,314.13,3.39,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B7D0>,False,False
TRZ04461,Cc1nnc(-c2cnc(N3CCN(C(=O)Nc4ccc(C(F)(F)F)cn4)CC3)c(Cl)c2)nc1C,492.89,3.97,100.03,1,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B840>,False,False
TRZ04462,CCSc1cc2c(cc1-c1nnc(C)c(C)n1)nc(C(F)(F)F)n2C,367.4,4.17,56.49,0,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B8B0>,False,False
TRZ04463,CCSc1cc2c(cc1-c1nnc(C)c(C)n1)nc(C(C)(C)F)n2C,359.47,4.36,56.49,0,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B920>,False,False
TRZ04469,Cc1nnc(Cn2nc(C3=CCC(Cl)C=C3)n(C[C@H](O)C(F)(F)F)c2=O)nc1C,430.82,1.77,98.72,1,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41B990>,False,False
TRZ04470,Cc1nnc(-c2cc(C)n3ncc(C(=O)NC(C4CC4)C(F)(F)F)c3n2)nc1C,405.38,2.58,97.96,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BA00>,False,False
TRZ04471,Cc1nnc(-c2cc(C)n3ncc(C(=O)N[C@@H](C4CC4)C(F)(F)F)c3n2)nc1C,405.38,2.58,97.96,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BA70>,False,False
TRZ04472,Cc1cnc(N2CCC(C3CC3CCOc3ccc(Cc4nnc(C)c(C)n4)c(F)c3)CC2)nc1,476.6,4.64,76.92,0,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BAE0>,False,False
TRZ04473,C=N/C(C)=C(F)\C=C(\c1nnc(C)c(C)n1)C(C)Nc1cncc(C2CC2)c1,380.47,4.55,75.95,1,6,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BB50>,False,False
TRZ04474,Cc1nnc(-c2c(C)ncn2CC(F)F)nc1C,253.26,1.93,56.49,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BBC0>,False,False
TRZ04475,Cc1nnc(C2CCCN2c2ccc(F)cc2)nc1C,272.33,2.97,41.91,0,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BC30>,False,False
TRZ04476,Cc1nnc(C2(c3ccc(F)cc3)CCCN2O)nc1C,288.33,2.36,62.14,1,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BCA0>,False,False
TRZ04477,Cc1nnc(-c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2N)nc1C,360.34,4.3,73.92,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BD10>,False,False
TRZ04478,Cc1nnc(-c2cc(-c3ccc(OCC(F)(F)F)nc3)ccc2N)nc1C,375.35,3.74,86.81,1,6,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BD80>,False,False
TRZ04479,Cc1nnc(-c2cc(-c3cnc(C(F)(F)F)nc3)ccc2N)nc1C,346.32,3.21,90.47,1,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BDF0>,False,False
TRZ04481,CCN1CCN(Cc2ccc(-c3nnc(C)c(C)n3)cc2C(F)(F)F)CC1,379.43,3.31,45.15,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BE60>,False,False
TRZ04482,Cc1nnc(-c2cc(N3CCOCC3)cc3c2nc(C)n3-c2ccnc3cc(F)ccc23)nc1C,469.52,4.33,81.85,0,7,3,5,1,<rdkit.Chem.rdchem.Mol object at 0x000001CB2A41BED0>,False,False
